HYUNDAI TUCSON III phase 2,"('1.6', 'CRDI', '136', 'BUSINESS')",24 130 €,Publiée il y a 14 jours,459 L,"('Bonne affaire', 'Caméra de recul', 'GPS', 'Première main', 'Sous garantie constructeur', 'Bluetooth', 'Climatisation')","((('Puissance fiscale :', '7 CV '), ('Puissances :', '(DIN) 136 ch ')), (('Norme euro :', 'EURO6 '), (""Crit'Air :"", '2\n\n\n\n\n\n '), ('Emission de CO2 :', 'D141 g/km')))","(',Extérieur et Chassis', ',Aide parking', ',Jantes alu', ',Pare-brise athermique', ',Peinture intégrale', ',Rampes de pavillon noires', ',Intérieur', ',Ordinateur de bord', ',Bluetooth', ',Accoudoir central arrière', ',Accoudoir central avant', ',Caméra de recul', ',Climatisation automatique', ',Climatisation automatique multi zone', ',Direction assistée', ',Fermeture électrique', ',Fermeture électrique automatique', ',GPS', ',Prise 12V', ',Prise audio USB', ',Régulateur limiteur de vitesse', ',Rétroviseur int. jour/nuit auto', ',Sièges chauffants', ',Sièges réglables en hauteur', ',Système audio MP3', ',Vitres électriques', ',Vitres surteintées', ',Volant et pommeau cuir', ',Volant multifonctions', ',Volant réglable en hauteur et profondeur', ',Sécurité', ',ESP', ',Airbags rideaux', ',Airbags latéraux', ',Aide au démarrage en côte', ',Airbags frontaux', ',Projecteurs antibrouillard', ',Contrôle de pression des pneus', ',Détecteur de pluie', ',Feux automatiques', ',Fixations ISOFIX', ',Phares av. de jour à LED', ',Antivol', ',Alarme périmétrique', ',Autre', ',4 HP et 2 tweeters', ',5 places', ',Autre', ',Antenne de toit type requin', ',Appuistête AV ajustables et réglables en hauteur', ',Assistance active au maintien de voie', ',Boîte à gants ventilée', ',Calandre finition chromée', ',Capot AV actif', ',Chargeur sans fil pour téléphone compatible', ',Compatibilité Apple CarPlay et Android Auto', "",Console centrale avec bac de rangement sous l'accoudoir AV"", ',Contrôle de vitesse en descente', "",Double sorties d'échappement"", "",Dégivrage des balais d'essuieglace AV"", ',Détection de fatigue du conducteur', ',Eclairage additionnel en virage', "",Eclairage d'accueil dans les poignées AV et sous les rétroviseurs"", ',Feux de position AV à LED', ',Feux de route intélligents', ',FlexSteer avec 2 modes de direction assistée', ',Frein de parking électrique avec fonction autohold', "",Freinage d'urgence autonome avec reconnaissance piéton"", ',Miroirs de courtoisie éclairés', "",Ouïes de ventilation à l'AR"", ',Peinture Solide', ',Poches aumonières au dos des sièges AV', ',Poignées de porte extérieures couleur carrosserie', ',Poignées de porte intérieures grain métal', ',Portegobelets AV/AR', ',Protection AV grain métal', "",Protections AR grain métal et double sortie d'échappement"", ',Protections de seuils de portes', ',Rangelunettes', ',Reconnaissance des panneaux de limitation de vitesse', ',Régulateur de vitesse adaptatif intellligent', ',Safety Pack', ',Sieges arrières rabattable', "",Signal de freinage d'urgence par feux de détresse"", ',Siège conducteur avec support lombaires électrique', ',Sièges AR inclinables', ',Système multimédia avec écran couleur tactile 8', ',Videpoches dans les portes AV et AR', ',appuis-têtes arrière', ',rabattables automatiquement avec clignotants intégrés', ',radio numérique', ',rétroviseurs électriques', ',système audio', ',volant réglable')"
PEUGEOT 208,"('1.0', 'PURETECH', '68', 'LIKE')",9 790 €,Publiée il y a 51 jours,311 L,"(""Crit'Air 1"", 'Climatisation', 'Offre équitable', 'Annonce récente')","((('Puissance fiscale :', '4 CV '), ('Puissances :', '(DIN) 68 ch ')), (('Norme euro :', 'EURO5 '), (""Crit'Air :"", '1\n\n\n\n\n\n '), ('Consommation mixte :', '3,9 L/100 km '), ('Emission de CO2 :', 'B105 g/km')))","(',Intérieur', ',Climatisation', ',Prise 12V', ',Régulateur limiteur de vitesse', ',Sécurité', ',ESP', ',Antipatinage', ',ABS', ',Airbags latéraux', ',AFU', ',Airbags rideaux', ',Fixations ISOFIX', ',Phares av. de jour à LED', ',Autre', ',5 places', ',Airbags avant passager interrupteur', ',Airbags nombre de 6', ',Alerte ceinture sécurité', ',Anti-corrosion type aluminium type galvanisé type plastique', ',Appuis-tête sièges AV nombre 3 réglage en hauteur nombre 2 réglage en hauteur', ',Distribution électronique du freinage', ',Essuie glace', ',Feux de détresse automatiques', ',Garnissage des sièges matière additionnelle tissu matière principale tissu', ',Kit de réparation crevaison', ',Miroir de courtoisie passager', ',Rangement réfrigéré boîte à gants type ventilé', ',contrôle de pression des pneus')"
BMW X2 F39,"('2.0', 'SDRIVE18D', '150', 'BUSINESS')",28 270 €,Publiée il y a 20 jours,470 L,"('Bonne affaire', 'GPS', 'Bluetooth')","((('Puissance fiscale :', '8 CV '), ('Puissances :', '(DIN) 150 ch ')), (('Norme euro :', 'EURO6 '), (""Crit'Air :"", '2\n\n\n\n\n\n '), ('Consommation mixte :', '4,5 L/100 km '), ('Emission de CO2 :', 'B118 g/km')))","(',Extérieur et Chassis', ',Aide parking', ',Jantes alu', ',Radar de recul', ',Intérieur', ',Bluetooth', ',Régulateur de vitesse', ',Carte main libre', ',GPS', ',Intérieur', ',Régulateur limiteur de vitesse', ',Sécurité', ',Projecteurs antibrouillard', ',Phares av. de jour à LED', ',Autre', ',5 places', ',Eclairage d ambiance', ',Projecteurs LED')"
TOYOTA AYGO phase 3,"('1.0', 'VVT-I', '68', 'DYNAMIC')",8 460 €,Publiée il y a 29 jours,139 L,"('Faible kilométrage', 'Petit prix', 'Peu polluante', ""Crit'Air 1"", 'Bluetooth')","((('Puissance fiscale :', '4 CV '), ('Puissances :', '(DIN) 68 ch - (moteur) 50 kW ')), (('Norme euro :', 'EURO5 '), (""Crit'Air :"", '1\n\n\n\n\n\n '), ('Consommation mixte :', '4,3 L/100 km '), ('Emission de CO2 :', 'A99 g/km'), ('Prime à la conversion :', ' ')))","(',Extérieur et Chassis', ',Ampoules de phares halogènes', ',Rétroviseurs extérieurs réglage intérieur', ',Roue de secours', ',Antibrouillards avant', ',Intérieur', ',Volant cuir', ',Système audio CD', ',Bluetooth inclut musique en streaming, connexion téléphone', ',Air conditionné manuel', ',Bluetooth', ',Intérieur', ',4 haut-parleurs', ',Réglage du volant en hauteur', ',Sécurité', "",Assistance au freinage d'urgence"", ',ESP', ',Airbags rideaux', ',Contrôle de freinage en courbe', ',Antipatinage', ',ABS', ',Airbags latéraux')"
PEUGEOT 2008 phase 2,"('1.2', 'PURETECH', '82', 'ACTIVE')",15 240 €,Publiée il y a 53 jours,410 L,"('Certifié SPOTICAR PREMIUM', 'Faible kilométrage', 'Bonne affaire', ""Crit'Air 1"", 'Vente en concession', 'Bluetooth', 'Climatisation')","((('Puissance fiscale :', '4 CV '), ('Puissances :', '(DIN) 83 ch ')), (('Norme euro :', 'EURO6 '), (""Crit'Air :"", '1\n\n\n\n\n\n '), ('Consommation mixte :', '5 L/100 km '), ('Emission de CO2 :', 'B112 g/km')))","(',Extérieur et Chassis', ',Rétroviseurs rabattables électriquement', ',Peinture intégrale', ',Peinture opaque', ',Rampes de pavillon alu', ',Rétroviseurs électriques et dégivrants', ',Intérieur', ',Volant cuir', ',Ordinateur de bord', ',Banquette 1/3 - 2/3', ',Cache bagages', ',Climatisation', ',Direction assistée', ',Pack confort', ',Régulateur limiteur de vitesse', ',Vitres électriques', ',Sécurité', ',ESP', ',Antipatinage', ',ABS', ',3 ceintures ar. 3 points', ',AFU', ',Airbags front. + lat.', ',Projecteurs antibrouillard', ',ASR', ',Contrôle de pression des pneus', ',Fixations ISOFIX', ',Autre', ',Afficheur LCD blanc', ',Appuie-tête AR virgule (3)', ',Assiette de caisse rehaussée', ',Baguettes de bas de portes noires', ',Barres de toit longitudinales en aluminium', ',Bas de caisse noir mat', ',Becquet Couleur Caisse avec enjoliveur Noir Brillant', ',Boîte à gants ventilée', ',Autre', ',Commande de verrouillage à distance', ',Crosses de porte Noir profond', "",Eclairage d'accompagnement Follow-me-home"", "",Enjoliveur d'antibrouillard Chrome brillant"", ',Enjoliveur de console Noir brillant', ',Enjoliveurs supérieurs de portes AR Noir Brillant', ',Enjoliveurs supérieurs de portes AR en Noir Perla Nera', ',Essuie-vitre AR avec enclenchement automatique en marche AR', ',Feux AR à griffes 3D LEDs', ',Fonction Bluetooth', ',Garnissage Tissu Tokyo Mistral', ',Hill Assist', ',Indicateur de changement de rapport', ',Indicateur de rapport conseillé', ',Indicateur de température extérieure', ',Jantes acier 16"" avec enjoliveurs SILICE', ',Jonc de calandre chrome brillant', ',Kit de dépannage pneumatique (Clé et cric non inclus)', ',Lève-vitres AV et AR électriques impulsionnels', ',Lève-vitres AV et AR électriques séquentiels avec antipincement', ',Miroirs de courtoisie', ',PEUGEOT i-Cockpit Poste de pilotage innovant associant combiné tête haute, volant compact et grand écran tactile', ',Poignée de frein à main cuir pleine fleur', ',Prise 12V x 2 AR', ',Projecteurs AV avec masque noir/ chrome', ',Projecteurs avec feux diurnes à LEDs', ',Projecteurs halogènes avec feux diurnes à LED', ',Radio 6HP avec écran tactile capacitif 7"" (Bluetooth, Jack/USB, commandes au volant)', ',Rappel de clignotant intégré aux rétroviseurs extérieurs', ',Rétroviseurs extérieurs peints couleur carrosserie', ',Siège conducteur mécanique réglable en hauteur', ',Témoin de non bouclage des ceintures de sécurité AV', ',Verrouillage automatique de tous les ouvrants en roulant', ',Verrouillage des ouvrants par télécommande HF', ',Vide-poche fermé sur console centrale', ',Volant compact réglable en hauteur et en profondeur')"
BMW SERIE 3 E90 phase 2,"('2.0', '318I', '143', 'EDITION')",13 060 €,Publiée il y a 60 jours,460 L,"(""Crit'Air 1"", 'Climatisation', 'Offre équitable')","((('Puissance fiscale :', '8 CV '), ('Puissances :', '(DIN) 143 ch - (moteur) 105 kW ')), (('Norme euro :', 'EURO5 '), (""Crit'Air :"", '1\n\n\n\n\n\n '), ('Consommation mixte :', '5,3 L/100 km '), ('Emission de CO2 :', 'D146 g/km')))","(',Extérieur et Chassis', ',Jantes alu', ',Lunette arrière dégivrante', ',Peinture métallisée', ',Radar de recul', ',Rétroviseurs électriques', ',Intérieur', ',4 vitres électriques', ',Accoudoir central avant', ',Boite 6 vitesses', ',Climatisation', ',Climatisation automatique', ',Direction assistée', ',Prise 12V', ',Prises audio auxiliaires', ',Régulateur de vitesse', ',Siège conducteur réglable hauteur', ',Intérieur', ',Sièges chauffants', ',Système audio CD', ',Tapis de sol', ',Vitres électriques', ',Volant multifonctions', ',Volant réglable en hauteur', ',Volant réglable en hauteur et profondeur', ',Sécurité', ',Airbags', ',Essuie-glaces automatiques', ',Feux automatiques', ',Feux et essuie-glaces automatiques', ',Fixations ISOFIX', ',Autre', "",Carnet d'entretien"", ',Kit de réparation crevaison')"
RENAULT CLIO 5,"('1.0', 'EQUILIBRE', '', 'TCE')",20 910 €,Publiée il y a 16 jours, ,"('Véhicule récent', 'Bluetooth', 'Climatisation', 'Annonce récente')","((('Année :', '2024'), ('Provenance :', 'Importé '), ('Mise en circulation :', '01/07/2024'), ('Contrôle technique :', 'Non requis '), ('Première main :', 'Non '), ('Kilométrage compteur :', '11 km '), ('Energie :', 'Essence'), ('Boite de vitesse :', 'Manuelle'), ('Couleur :', 'rouge'), ('Nombre de portes :', '5')), (('Puissance fiscale :', '5 CV '), ('Puissances :', '(DIN) 90 ch ')), ((""Crit'Air :"", 'Euro 1 et avant '), ('Emission de CO2 :', 'B105 g/km')))","(',Extérieur et Chassis', ',Aide parking', ',Rétroviseurs électriques', ',Rétroviseurs électriques et dégivrants', ',Intérieur', ',Climatisation', ',Fermeture électrique', ',Prise audio USB', ',Régulateur de vitesse', ',Siège conducteur réglable hauteur', ',Vitres électriques', ',Volant cuir', ',Volant réglable en hauteur', ',Écran tactile', ',Confort', ',Bluetooth', ',Sécurité', ',ABS', ',Aide au démarrage en côte', ',Airbags front. + lat.', ',Airbags latéraux', ',Détecteur de pluie', ',Fixations ISOFIX', ',Phares av. de jour à LED', ',Autre', ',Alerte de distance de sécurité', "",Appel d'Urgence Renault"", ',Assistant maintien dans la voie', ',DAB', "",Disques de roues en acier 15 ''"", ',Décors intérieur chromés (cerclage aérateur)', ',Eco Mode', ',Ecran 4', ',Equipements de sécurité avancée', ',Fonction de connectivité avec Android Auto  et Apple CarPlay', "",Freinage actif d'urgence avec détection de piéton"", ',Peinture métallisée Rouge Flamme', ',Poignées de portes ton carrosserie', ',Roue de secours', ',Rétroviseurs extérieurs couleur noir brillant', ',Rétroviseurs extérieurs rabattable manuellement', ',Sellerie tissu Noir avec motifs', ',Sieges arrières rabattable', ',Siège avec regulation de température', ',enjoliveurs Kala', ',feux à LED', ',volant réglable en profondeur')"
CITROEN C3 III phase 2,"('1.2', 'PURETECH', '110', 'SHINE')",21 680 €,Publiée il y a 58 jours,300 L,"('Certifié SPOTICAR PREMIUM', 'Bonne affaire', 'Caméra de recul', 'Première main', ""Crit'Air 1"", 'Vente en concession', 'Bluetooth')","((('Puissance fiscale :', '6 CV '), ('Puissances :', '(DIN) 110 ch ')), (('Norme euro :', 'EURO6 '), (""Crit'Air :"", '1\n\n\n\n\n\n '), ('Consommation mixte :', '6,1 L/100 km '), ('Emission de CO2 :', 'C135 g/km')))","(',Extérieur et Chassis', ',Roue de secours', ',Rétroviseurs rabattables électriquement', ',Aide parking', ',Pack visibilité', ',Rétroviseurs électriques et dégivrants', ',Intérieur', ',Ordinateur de bord', ',Banquette 1/3 - 2/3', ',Caméra de recul', ',Climatisation automatique', ',Direction assistée', ',Fermeture électrique', ',Prise 12V', ',Régulateur limiteur de vitesse', ',Rétroviseur int. jour/nuit auto', ',Siège conducteur réglable hauteur', ',Vitres électriques', ',Volant multifonctions', ',Volant réglable en hauteur et profondeur', ',Sécurité', ',ESP', ',ABS', ',Aide au démarrage en côte', ',AFU', ',Projecteurs antibrouillard', ',Fixations ISOFIX', ',Phares av. de jour à LED', ',Autre', ',Accoudoir conducteur et le bandeau de planche de bord à l?aspect bois', ',Airbags frontaux, latéraux AV et rideaux', ',Airbump Black avec gélule Blanc Banquise', ',Ambiance Techwood', ',Bandeau de planche de bord aspect Bois', ',Clignotants impulsionnels', ',Autre', "",Climatisation automatique avec fonction filtrage de l'air"", ',Coques de rétroviseurs couleur pavillon', ',Coques de rétroviseurs extérieurs Noir Brillant', ',Décors extérieurs Noir Brillant', ',Elargisseurs d?ailes et bas de caisse', ',Elargisseurs d?ailes et bas de caisse Noir Mat', ',Feux AR à effet 3D', ',Garnissage Tissu Brumeo / Tissu effet cuir Isabella avec Sièges Advanced Comfort - Ambiance Techwood', ',Jantes alliage 17"" VECTOR diamantées', ',Jantes alliage 17"" VECTOR diamantées (non chaînable)', ',Kit de réparation crevaison', ',Kit mains libres Bluetooth et prise USB', ',Levier de frein à main en croûte de cuir', ',Lève-vitres AR électriques séquentiels', ',Lève-vitres AV séquentiels', ',Lève-vitres AV électriques séquentiels', ',Pack Color Noir', ',Pack Color Rouge', ',Pack Safety', ',Pare-soleil avec miroir occultable côtés conducteur et passager', ',Pavillon bi-ton avec coques de rétroviseurs couleur pavillon et adhésifs de custodes avec motif', ',Plafonnier AV avec lecteur de carte', ',Poignées de portes extérieures couleur caisse', ',Pommeau de levier de vitesse en croute de cuir', ',Projecteurs LED', ',Système Start & Stop', ',Système audio numérique MP3 6 HP (DAB)', ',Sécurité enfants mécanique', ',Toit Blanc Opale', ',Toit Noir Onyx', ',Toit bi-ton Noir Onyx', ',Vitres et lunette AR surteintés', ',Volant en croute de cuir', ',contrôle de pression des pneus')"
CITROEN GRAND C4 SPACETOURER,"('1.2', 'PURETECH', '131', 'BUSINESS')",25 170 €,Publiée il y a 60 jours,130 L,"('Caméra de recul', 'Première main', ""Crit'Air 1"", 'Bluetooth', 'Climatisation', 'Offre équitable')","((('Puissance fiscale :', '7 CV '), ('Puissances :', '(DIN) 131 ch ')), (('Norme euro :', 'EURO6 '), (""Crit'Air :"", '1\n\n\n\n\n\n '), ('Consommation mixte :', '5,2 L/100 km '), ('Emission de CO2 :', 'B115 g/km')))","(',Extérieur et Chassis', ',Aide parking', ',Aide parking av/ar', ',Barres de toit', ',Frein de parking automatique', ',Jantes alu', ',Pare-brise athermique', ',Rétroviseurs électriques et dégivrants', ',Intérieur', ',Régulateur de vitesse', ',Ordinateur de bord', ',Bluetooth', ',7 places', ',Caméra de recul', ',Climatisation automatique', ',Climatisation automatique multi zone', ',Prise audio USB', ',Régulateur limiteur de vitesse', ',Sièges réglables en hauteur', ',Système audio MP3', ',Vitres ar. surteintées', ',Vitres électriques', ',Volant cuir', ',Volant réglable en hauteur et profondeur', ',Sécurité', ',ESP', ',Antipatinage', ',ABS', ',Sécurité', ',Aide au démarrage en côte', ',AFU', ',Airbags frontaux', ',Projecteurs antibrouillard', ',Contrôle de pression des pneus', ',Essuie-glaces automatiques', ',Feux automatiques', ',Autre', ',Accoudoirs centraux AV réglables en inclinaison', ',Aérateurs bizone en rang 2', ',CITROËN Connect Nav avec CITROËN Connect Box', ',Coffee Break Alert', "",Ecran panoramique 12'' HD"", ',Garnissage Tissu Milazzo Grey', ',Indicateur de changement de rapport', ',Kit de réparation crevaison', ',Pack Safety', ',Pare-brise acoustique', ',Signature lumineuse à LED', ',Sièges en rang 2 coulissants', ',Sièges en rang 3 escamotables', ',Système Start & Stop', "",Tablette tactile 7'' de commande des fonctionnalités"", ',Tablettes aviation au dos des sièges AV', ',prise 230V', ',siège passager réglable', ',volant réglable')"
VOLKSWAGEN TIGUAN phase 2,"('2.0', 'TDI', '177', 'R-EXCLUSIVE')",26 100 €,Publiée il y a 60 jours,470 L,"('Faible kilométrage', 'GPS', 'Bluetooth', 'Offre équitable')","((('Puissance fiscale :', '10 CV '), ('Puissances :', '(DIN) 177 ch - (moteur) 130 kW ')), (('Norme euro :', 'EURO5 '), (""Crit'Air :"", '2\n\n\n\n\n\n '), ('Consommation mixte :', '5,6 L/100 km '), ('Emission de CO2 :', 'D159 g/km')))","(',Extérieur et Chassis', ',Rétroviseurs extérieurs réglage électrique', ',Phares directionnels', ',Phares à allumage automatique', ',Rétroviseurs extérieurs chauffants', ',Ampoules de phares xénon', ',Antibrouillards avant', ',Aide parking', ',Intérieur', ',Système audio inclut DVD', ',Toit vitré', ',Ordinateur de bord', ',Air conditionné auto', ',Système de navigation', ',Système audio lecteur CD et MP3', ',Rétroviseur jour/nuit', ',Bluetooth', ',8 haut-parleurs', ',Régulateur de vitesse', ',Air conditionné 2 zones', ',Siège avant chauffant', ',Réglage du volant en hauteur, en profondeur', ',Intérieur', ',Boite automatique', ',GPS', ',Régulateur limiteur de vitesse', ',Rétroviseur int. jour/nuit auto', ',Sièges chauffants', ',Sièges électriques', ',Volant multifonctions', ',Sécurité', ',ESP', ',Antipatinage', ',Système détection de collision', ',Lave-phares', ',Indicateur de sous-gonflage des pneus', "",Assistance au freinage d'urgence"", ',ABS', ',Airbags latéraux', ',Essuie glace capteur de pluie', ',Aide au démarrage en côte', ',Feux et essuie-glaces automatiques', ',Kit téléphone main libre bluetooth', ',Autre', ',Système Start & Stop')"
SKODA KAMIQ,"('1.0', 'AMBITION', '', 'TSI')",23 830 €,Publiée il y a 46 jours, ,"('Caméra de recul', 'Véhicule récent', 'Bluetooth', 'Climatisation')","((('Année :', '2024'), ('Provenance :', 'Importé '), ('Mise en circulation :', '07/07/2024'), ('Contrôle technique :', 'Non requis '), ('Première main :', 'Non '), ('Kilométrage compteur :', '11 km '), ('Energie :', 'Essence'), ('Boite de vitesse :', 'Manuelle'), ('Couleur :', 'noir'), ('Nombre de portes :', '5')), (('Puissance fiscale :', '5 CV '), ('Puissances :', '(DIN) 95 ch ')), ((""Crit'Air :"", 'Euro 1 et avant '), ('Emission de CO2 :', 'C126 g/km')))","(',Extérieur et Chassis', ',Aide parking', ',Jantes alu', ',Peinture intégrale', ',Rétroviseurs dégivrants', ',Intérieur', ',Accoudoir central avant', ',Caméra de recul', ',Climatisation automatique', ',Fermeture électrique', ',Ordinateur de bord', ',Prise audio USB', ',Régulateur de vitesse', ',Rétroviseur int. jour/nuit auto', ',Siège conducteur réglable hauteur', ',Sièges réglables en hauteur', ',Support lombaires', ',Vitres électriques', ',Vitres surteintées', ',Volant cuir', ',Écran tactile', ',Sécurité', ',Aide au démarrage en côte', ',Airbag frontal', ',Airbags front. + lat.', ',Airbags frontaux', ',Airbags latéraux', ',Sécurité', ',Airbags rideaux', ',Alerte franchissement ligne', ',Fixations ISOFIX', ',Kit téléphone main libre bluetooth', ',Phares av. de jour à LED', ',Autre', ',8 haut-parleurs', ',Banquette AR asymétrique et rabattable', ',Détecteur de fatigue du conducteur', ',Equipements de sécurité avancée', ',Feux de position et de stop arrière à LED', "",Front Assistant: freinage automatique d'urgence"", ',Isofix sur le siège passager', ',Peinture perle Noir Magic Nacré', ',Radio Bolero', ',Rampes de pavillion noires', ',Roue de secours', ',Sellerie tissu Noir', ',Siège conducteur à réglage lombaire', ',Smartlink sans fil', ',Système Start & Stop', ',Tuner DAB', ',e-call SOS', "",radar avant de détection d'obstacles"", ',rétroviseurs électriques', ',siège passager réglable')"
