Modele,Marque,Date,Location,Prix,Carburant,Kilométrage,Année,Boîte de vitesse,Departements
Gol,Volkswagen, 21.05.2022, BRESIL,11 536 €,ETHANOL,50 830 KM,2021,MANUELLE,-
Nivus,Volkswagen, 21.05.2022, BRESIL,25 493 €,ETHANOL,10 KM,2024,AUTOMATIQUE,-
Idea,Fiat, 21.05.2022, BRESIL,6 123 €,ETHANOL,81 555 KM,2012,MANUELLE,-
Fox,Volkswagen, 21.05.2022, BRESIL,10 403 €,ETHANOL,101 232 KM,2017,MANUELLE,-
Ecosport,Ford, 21.05.2022, BRESIL,15 630 €,ETHANOL,19 800 KM,2019,AUTOMATIQUE,-
Toro,Fiat, 21.05.2022, BRESIL,16 246 €,ETHANOL,85 680 KM,2021,MANUELLE,-
Strada,Fiat, 21.05.2022, BRESIL,10 403 €,ETHANOL,67 000 KM,2019,MANUELLE,-
Cruze,Chevrolet, 21.05.2022, BRESIL,20 992 €,ETHANOL,2 000 KM,2019,AUTOMATIQUE,-
Toro,Fiat, 21.05.2022, BRESIL,34 997 €,DIESEL,10 KM,2022,AUTOMATIQUE,-
Ka,Ford, 21.05.2022, BRESIL,9 861 €,ETHANOL,59 000 KM,2020,MANUELLE,-
Ka,Ford, 21.05.2022, BRESIL,11 195 €,ETHANOL,51 204 KM,2020,MANUELLE,-
Compass,Jeep, 21.05.2022, BRESIL,31 618 €,DIESEL,69 335 KM,2021,AUTOMATIQUE,-
Sportage,Kia, 21.05.2022, BRESIL,12 152 €,ETHANOL,50 536 KM,2014,MANUELLE,-
Hr,Hyundai, 21.05.2022, BRESIL,14 884 €,DIESEL,131 208 KM,2012,MANUELLE,-
Bongo,Kia, 21.05.2022, BRESIL,14 124 €,DIESEL,131 507 KM,2011,MANUELLE,-
Hilux,Toyota, 21.05.2022, BRESIL,22 330 €,DIESEL,349 816 KM,2013,AUTOMATIQUE,-
Corolla,Toyota, 21.05.2022, BRESIL,18 587 €,ETHANOL,56 200 KM,2019,AUTOMATIQUE,-
Sentra,Nissan, 21.05.2022, BRESIL,12 189 €,ETHANOL,93 756 KM,2019,AUTOMATIQUE,-
Compass,Jeep, 21.05.2022, BRESIL,36 456 €,ETHANOL,2 000 KM,2023,AUTOMATIQUE,-
Discovery sport,Land rover, 21.05.2022, BRESIL,28 975 €,ETHANOL,89 114 KM,2017,AUTOMATIQUE,-
A3,Audi, 21.05.2022, BRESIL,44 977 €,ESSENCE,10 KM,2022,AUTOMATIQUE,-
Renegade,Jeep, 21.05.2022, BRESIL,13 752 €,ETHANOL,86 388 KM,2018,MANUELLE,-
C4 cactus,Citroen, 21.05.2022, BRESIL,14 850 €,ETHANOL,51 644 KM,2021,AUTOMATIQUE,-
Pajero,Mitsubishi, 21.05.2022, BRESIL,19 724 €,DIESEL,192 900 KM,2011,AUTOMATIQUE,-
Virtus,Volkswagen, 21.05.2022, BRESIL,11 891 €,ETHANOL,75 000 KM,2020,MANUELLE,-
Nivus,Volkswagen, 21.05.2022, BRESIL,25 865 €,ETHANOL,10 KM,2022,AUTOMATIQUE,-
Cruze,Chevrolet, 21.05.2022, BRESIL,NC,ETHANOL,61 000 KM,2014,AUTOMATIQUE,-
Opala,Chevrolet, 21.05.2022, BRESIL,11 705 €,ESSENCE,7 400 KM,1970,MANUELLE,-
Renegade,Jeep, 21.05.2022, BRESIL,13 008 €,ETHANOL,76 138 KM,2016,AUTOMATIQUE,-
Fiesta,Ford, 21.05.2022, BRESIL,5 192 €,ETHANOL,104 480 KM,2011,MANUELLE,-
Argo,Fiat, 21.05.2022, BRESIL,15 053 €,ETHANOL,10 KM,2024,MANUELLE,-
Ranger,Ford, 21.05.2022, BRESIL,28 901 €,DIESEL,43 100 KM,2017,AUTOMATIQUE,-
Hr,Hyundai, 21.05.2022, BRESIL,13 564 €,DIESEL,90 000 KM,2011,MANUELLE,-
Taos,Volkswagen, 21.05.2022, BRESIL,32 920 €,ETHANOL,19 040 KM,2022,AUTOMATIQUE,-
Countryman,Mini, 21.05.2022, BRESIL,20 452 €,ESSENCE,51 000 KM,2015,AUTOMATIQUE,-
Polo,Volkswagen, 21.05.2022, BRESIL,11 908 €,ETHANOL,54 954 KM,2020,MANUELLE,-
Gol,Volkswagen, 21.05.2022, BRESIL,9 675 €,ETHANOL,53 836 KM,2020,MANUELLE,-
Logan,Renault, 21.05.2022, BRESIL,13 524 €,ETHANOL,29 709 KM,2020,AUTOMATIQUE,-
Kicks,Nissan, 21.05.2022, BRESIL,17 956 €,ETHANOL,54 107 KM,2020,AUTOMATIQUE,-
Outlander,Mitsubishi, 21.05.2022, BRESIL,29 206 €,ETHANOL,33 000 KM,2018,AUTOMATIQUE,-
F250,Ford, 21.05.2022, BRESIL,27 896 €,DIESEL,338 000 KM,2006,MANUELLE,-
Astra,Chevrolet, 21.05.2022, BRESIL,4 559 €,ETHANOL,90 000 KM,2005,MANUELLE,-
Cruze,Chevrolet, 21.05.2022, BRESIL,13 008 €,ETHANOL,130 000 KM,2015,AUTOMATIQUE,-
Onix,Chevrolet, 21.05.2022, BRESIL,20 822 €,ETHANOL,10 KM,2024,AUTOMATIQUE,-
Onix,Chevrolet, 21.05.2022, BRESIL,21 939 €,ETHANOL,10 KM,2024,AUTOMATIQUE,-
Onix,Chevrolet, 21.05.2022, BRESIL,21 008 €,ETHANOL,10 KM,2024,AUTOMATIQUE,-
Onix,Chevrolet, 21.05.2022, BRESIL,16 356 €,ETHANOL,10 KM,2024,MANUELLE,-
Cruze,Chevrolet, 21.05.2022, BRESIL,NC,ETHANOL,102 500 KM,2012,AUTOMATIQUE,-
Palio,Fiat, 21.05.2022, BRESIL,7 239 €,ETHANOL,90 488 KM,2013,MANUELLE,-
Ranger,Ford, 21.05.2022, BRESIL,21 382 €,DIESEL,120 000 KM,2019,AUTOMATIQUE,-
Pulse,Fiat, 21.05.2022, BRESIL,21 568 €,ETHANOL,28 203 KM,2023,AUTOMATIQUE,-
Adventure,Fiat, 21.05.2022, BRESIL,10 217 €,ETHANOL,92 558 KM,2015,MANUELLE,-
Sandero,Renault, 21.05.2022, BRESIL,9 489 €,ETHANOL,87 000 KM,2021,MANUELLE,-
Sandero,Renault, 21.05.2022, BRESIL,8 728 €,ETHANOL,72 114 KM,2017,MANUELLE,-
Toro,Fiat, 21.05.2022, BRESIL,31 264 €,ETHANOL,10 KM,2023,AUTOMATIQUE,-
Toro,Fiat, 21.05.2022, BRESIL,26 035 €,DIESEL,43 000 KM,2021,AUTOMATIQUE,-
Gol,Volkswagen, 21.05.2022, BRESIL,6 606 €,ETHANOL,98 344 KM,2013,AUTOMATIQUE,-
Hb20,Hyundai, 21.05.2022, BRESIL,12 078 €,ETHANOL,77 600 KM,2016,MANUELLE,-
Sandero,Renault, 21.05.2022, BRESIL,9 358 €,ETHANOL,71 165 KM,2019,MANUELLE,-
Etios,Toyota, 21.05.2022, BRESIL,8 951 €,ETHANOL,45 535 KM,2020,MANUELLE,-
Civic,Honda, 21.05.2022, BRESIL,8 188 €,ETHANOL,80 000 KM,2011,AUTOMATIQUE,-
T4,Troller, 21.05.2022, BRESIL,17 679 €,DIESEL,200 000 KM,2005,MANUELLE,-
Compass,Jeep, 21.05.2022, BRESIL,22 313 €,DIESEL,84 917 KM,2017,AUTOMATIQUE,-
Renegade,Jeep, 21.05.2022, BRESIL,17 305 €,ETHANOL,50 648 KM,2020,AUTOMATIQUE,-
Nivus,Volkswagen, 21.05.2022, BRESIL,27 542 €,ETHANOL,13 KM,2024,AUTOMATIQUE,-
Gol,Volkswagen, 21.05.2022, BRESIL,6 681 €,ETHANOL,79 159 KM,2013,MANUELLE,-
Gol,Volkswagen, 21.05.2022, BRESIL,9 861 €,ETHANOL,53 836 KM,2020,MANUELLE,-
Corsa,Chevrolet, 21.05.2022, BRESIL,3 720 €,ETHANOL,99 000 KM,2007,MANUELLE,-
Uno,Fiat, 21.05.2022, BRESIL,5 936 €,ETHANOL,81 458 KM,2013,MANUELLE,-
Gol,Volkswagen, 21.05.2022, BRESIL,NC,ETHANOL,117 000 KM,2014,MANUELLE,-
Tracker,Chevrolet, 21.05.2022, BRESIL,21 546 €,ETHANOL,50 539 KM,2021,AUTOMATIQUE,-
Celta,Chevrolet, 21.05.2022, BRESIL,4 708 €,ETHANOL,64 921 KM,2015,MANUELLE,-
Sandero,Renault, 21.05.2022, BRESIL,6 979 €,ETHANOL,76 000 KM,2016,MANUELLE,-
Master,Renault, 21.05.2022, BRESIL,29 198 €,DIESEL,137 124 KM,2017,MANUELLE,-
Corolla,Toyota, 21.05.2022, BRESIL,10 012 €,ETHANOL,245 000 KM,2010,AUTOMATIQUE,-
Civic,Honda, 21.05.2022, BRESIL,14 311 €,ETHANOL,98 000 KM,2016,AUTOMATIQUE,-
Renegade,Jeep, 21.05.2022, BRESIL,20 080 €,DIESEL,1 150 KM,2018,AUTOMATIQUE,-
Compass,Jeep, 21.05.2022, BRESIL,46 150 €,DIESEL,10 KM,2023,AUTOMATIQUE,-
Compass,Jeep, 21.05.2022, BRESIL,36 102 €,ETHANOL,10 KM,2023,AUTOMATIQUE,-
Compass,Jeep, 21.05.2022, BRESIL,42 430 €,DIESEL,10 KM,2023,AUTOMATIQUE,-
Compass,Jeep, 21.05.2022, BRESIL,32 753 €,ETHANOL,10 KM,2023,AUTOMATIQUE,-
F150,Ford, 21.05.2022, BRESIL,74 252 €,ESSENCE,70 000 KM,2014,AUTOMATIQUE,-
Fit,Honda, 21.05.2022, BRESIL,11 891 €,ETHANOL,60 000 KM,2015,AUTOMATIQUE,-
Polo,Volkswagen, 21.05.2022, BRESIL,12 096 €,ETHANOL,33 000 KM,2019,MANUELLE,-
S10,Chevrolet, 21.05.2022, BRESIL,40 922 €,DIESEL,60 974 KM,2022,AUTOMATIQUE,-
Fox,Volkswagen, 21.05.2022, BRESIL,6 048 €,ETHANOL,256 000 KM,2014,MANUELLE,-
Amarok,Volkswagen, 21.05.2022, BRESIL,12 896 €,ETHANOL,102 000 KM,2013,MANUELLE,-
Renegade,Jeep, 21.05.2022, BRESIL,21 941 €,DIESEL,63 900 KM,2020,AUTOMATIQUE,-
Meriva,Chevrolet, 21.05.2022, BRESIL,4 280 €,ETHANOL,92 000 KM,2011,MANUELLE,-
Hb20,Hyundai, 21.05.2022, BRESIL,18 423 €,ETHANOL,10 KM,2022,AUTOMATIQUE,-
Spin,Chevrolet, 21.05.2022, BRESIL,15 986 €,ETHANOL,56 166 KM,2020,AUTOMATIQUE,-
Cobalt,Chevrolet, 21.05.2022, BRESIL,6 886 €,ETHANOL,50 700 KM,2014,MANUELLE,-
Montana,Chevrolet, 21.05.2022, BRESIL,7 444 €,ETHANOL,53 000 KM,2017,MANUELLE,-
Fusion,Ford, 21.05.2022, BRESIL,17 305 €,ESSENCE,73 000 KM,2018,AUTOMATIQUE,-
Toro,Fiat, 21.05.2022, BRESIL,37 033 €,DIESEL,10 KM,2022,AUTOMATIQUE,-
Omega,Chevrolet, 21.05.2022, BRESIL,6 309 €,ESSENCE,189 669 KM,1996,MANUELLE,-
Kwid,Renault, 21.05.2022, BRESIL,NC,ETHANOL,8 700 KM,2020,MANUELLE,-
Fusion,Ford, 21.05.2022, BRESIL,17 121 €,HYBRIDE,92 000 KM,2016,AUTOMATIQUE,-
Toro,Fiat, 21.05.2022, BRESIL,25 605 €,ETHANOL,25 500 KM,2023,AUTOMATIQUE,-
Ecosport,Ford, 21.05.2022, BRESIL,6 681 €,ETHANOL,151 000 KM,2011,AUTOMATIQUE,-
Toro,Fiat, 21.05.2022, BRESIL,29 198 €,ETHANOL,530 KM,2023,AUTOMATIQUE,-
Hr-v,Honda, 21.05.2022, BRESIL,19 521 €,ETHANOL,66 200 KM,2020,AUTOMATIQUE,-
C4 cactus,Citroen, 21.05.2022, BRESIL,17 675 €,ETHANOL,29 445 KM,2022,AUTOMATIQUE,-
Frontier,Nissan, 21.05.2022, BRESIL,60 637 €,DIESEL,10 KM,2023,AUTOMATIQUE,-
Frontier,Nissan, 21.05.2022, BRESIL,60 637 €,DIESEL,10 KM,2024,AUTOMATIQUE,-
Civic,Honda, 21.05.2022, BRESIL,8 449 €,ETHANOL,70 000 KM,2013,AUTOMATIQUE,-
Pulse,Fiat, 21.05.2022, BRESIL,16 544 €,ETHANOL,23 000 KM,2022,MANUELLE,-
Ecosport,Ford, 21.05.2022, BRESIL,16 730 €,ETHANOL,36 000 KM,2021,AUTOMATIQUE,-
Fastback,Fiat, 21.05.2022, BRESIL,22 888 €,ETHANOL,9 300 KM,2023,AUTOMATIQUE,-
X1,Bmw, 21.05.2022, BRESIL,29 366 €,ETHANOL,66 789 KM,2019,AUTOMATIQUE,-
Virtus,Volkswagen, 21.05.2022, BRESIL,13 695 €,ETHANOL,44 274 KM,2020,MANUELLE,-
Gol,Volkswagen, 21.05.2022, BRESIL,9 472 €,ETHANOL,97 450 KM,2020,MANUELLE,-
Virtus,Volkswagen, 21.05.2022, BRESIL,15 115 €,ETHANOL,55 541 KM,2020,MANUELLE,-
Virtus,Volkswagen, 21.05.2022, BRESIL,15 323 €,ETHANOL,51 580 KM,2020,MANUELLE,-
Virtus,Volkswagen, 21.05.2022, BRESIL,15 909 €,ETHANOL,56 224 KM,2020,MANUELLE,-
Polo,Volkswagen, 21.05.2022, BRESIL,12 226 €,ETHANOL,79 000 KM,2018,AUTOMATIQUE,-
Polo,Volkswagen, 21.05.2022, BRESIL,13 955 €,ETHANOL,92 709 KM,2018,AUTOMATIQUE,-
Ka,Ford, 21.05.2022, BRESIL,10 589 €,ETHANOL,63 817 KM,2020,MANUELLE,-
Prisma,Chevrolet, 21.05.2022, BRESIL,6 681 €,ETHANOL,55 000 KM,2019,MANUELLE,-
Onix,Chevrolet, 21.05.2022, BRESIL,10 217 €,ETHANOL,47 118 KM,2019,MANUELLE,-
Malibu,Chevrolet, 21.05.2022, BRESIL,7 983 €,ESSENCE,133 000 KM,2012,AUTOMATIQUE,-
Onix,Chevrolet, 21.05.2022, BRESIL,8 170 €,ETHANOL,54 913 KM,2020,MANUELLE,-
Spin,Chevrolet, 21.05.2022, BRESIL,8 560 €,ETHANOL,80 521 KM,2016,MANUELLE,-
Ecosport,Ford, 21.05.2022, BRESIL,10 775 €,ETHANOL,174 000 KM,2015,MANUELLE,-
Prisma,Chevrolet, 21.05.2022, BRESIL,12 336 €,ETHANOL,75 419 KM,2019,MANUELLE,-
Prisma,Chevrolet, 21.05.2022, BRESIL,12 822 €,ETHANOL,50 221 KM,2019,MANUELLE,-
Prisma,Chevrolet, 21.05.2022, BRESIL,12 498 €,ETHANOL,50 410 KM,2019,MANUELLE,-
Gol,Volkswagen, 21.05.2022, BRESIL,5 955 €,ETHANOL,172 000 KM,2011,MANUELLE,-
Fiorino,Fiat, 21.05.2022, BRESIL,14 683 €,ETHANOL,50 255 KM,2020,MANUELLE,-
Fiorino,Fiat, 21.05.2022, BRESIL,14 143 €,ETHANOL,52 000 KM,2019,MANUELLE,-
Ecosport,Ford, 21.05.2022, BRESIL,15 986 €,ETHANOL,50 050 KM,2020,AUTOMATIQUE,-
Ka,Ford, 21.05.2022, BRESIL,10 029 €,ETHANOL,60 023 KM,2020,MANUELLE,-
Del rey,Ford, 21.05.2022, BRESIL,5 564 €,ESSENCE,198 000 KM,1990,MANUELLE,-
Sandero,Renault, 21.05.2022, BRESIL,10 453 €,ETHANOL,75 038 KM,2021,MANUELLE,-
Ka,Ford, 21.05.2022, BRESIL,10 807 €,ETHANOL,20 789 KM,2020,MANUELLE,-
Ka,Ford, 21.05.2022, BRESIL,11 047 €,ETHANOL,50 865 KM,2020,MANUELLE,-
Ka,Ford, 21.05.2022, BRESIL,10 142 €,ETHANOL,45 000 KM,2020,MANUELLE,-
Hb20,Hyundai, 21.05.2022, BRESIL,12 934 €,ETHANOL,50 000 KM,2019,AUTOMATIQUE,-
Hb20,Hyundai, 21.05.2022, BRESIL,13 194 €,ETHANOL,52 451 KM,2019,AUTOMATIQUE,-
Etios,Toyota, 21.05.2022, BRESIL,13 172 €,ETHANOL,53 019 KM,2020,AUTOMATIQUE,-
Corolla,Toyota, 21.05.2022, BRESIL,18 891 €,ETHANOL,56 211 KM,2019,AUTOMATIQUE,-
208,Peugeot, 21.05.2022, BRESIL,10 086 €,ETHANOL,60 070 KM,2020,MANUELLE,-
Renegade,Jeep, 21.05.2022, BRESIL,15 911 €,ETHANOL,54 000 KM,2019,AUTOMATIQUE,-
Discovery sport,Land rover, 21.05.2022, BRESIL,29 496 €,DIESEL,105 000 KM,2016,AUTOMATIQUE,-
Onix,Chevrolet, 21.05.2022, BRESIL,12 450 €,ETHANOL,76 253 KM,2020,MANUELLE,-
Virtus,Volkswagen, 21.05.2022, BRESIL,15 723 €,ETHANOL,55 922 KM,2021,MANUELLE,-
Onix,Chevrolet, 21.05.2022, BRESIL,15 799 €,ETHANOL,51 005 KM,2020,AUTOMATIQUE,-
Prisma,Chevrolet, 21.05.2022, BRESIL,NC,ETHANOL,59 425 KM,2019,AUTOMATIQUE,-
Prisma,Chevrolet, 21.05.2022, BRESIL,12 822 €,ETHANOL,53 624 KM,2019,MANUELLE,-
Hb20,Hyundai, 21.05.2022, BRESIL,11 147 €,ETHANOL,45 600 KM,2022,MANUELLE,-
Onix,Chevrolet, 21.05.2022, BRESIL,10 403 €,ETHANOL,78 000 KM,2019,MANUELLE,-
Punto,Fiat, 21.05.2022, BRESIL,8 728 €,ETHANOL,123 530 KM,2013,MANUELLE,-
Doblo,Fiat, 21.05.2022, BRESIL,15 107 €,ETHANOL,50 765 KM,2020,MANUELLE,-
Argo,Fiat, 21.05.2022, BRESIL,11 164 €,ETHANOL,44 858 KM,2020,MANUELLE,-
Logan,Renault, 21.05.2022, BRESIL,8 914 €,ETHANOL,56 311 KM,2020,MANUELLE,-
Hilux,Toyota, 21.05.2022, BRESIL,31 264 €,DIESEL,140 000 KM,2015,AUTOMATIQUE,-
Toro,Fiat, 21.05.2022, BRESIL,25 663 €,DIESEL,61 000 KM,2022,AUTOMATIQUE,-
X5m competitionV8 4.4,Bmw, 21.05.2022, BRESIL,210 287 €,ESSENCE,10 300 KM,2021,AUTOMATIQUE,-
Compass,Jeep, 21.05.2022, BRESIL,39 061 €,ETHANOL,10 KM,2023,AUTOMATIQUE,-
Renegade,Jeep, 21.05.2022, BRESIL,14 143 €,DIESEL,55 000 KM,2016,AUTOMATIQUE,-
Virtus,Volkswagen, 21.05.2022, BRESIL,14 876 €,ETHANOL,51 939 KM,2021,MANUELLE,-
Up!,Volkswagen, 21.05.2022, BRESIL,12 078 €,ETHANOL,65 000 KM,2018,MANUELLE,-
Onix,Chevrolet, 21.05.2022, BRESIL,11 908 €,ETHANOL,66 597 KM,2021,MANUELLE,-
Up!,Volkswagen, 21.05.2022, BRESIL,12 264 €,ETHANOL,65 000 KM,2017,MANUELLE,-
Hilux,Toyota, 21.05.2022, BRESIL,18 591 €,DIESEL,267 000 KM,2008,AUTOMATIQUE,-
Panamera,Porsche, 21.05.2022, BRESIL,186 095 €,HYBRIDE,5 700 KM,2020,AUTOMATIQUE,-
Renegade,Jeep, 21.05.2022, BRESIL,17 102 €,ETHANOL,48 000 KM,2019,AUTOMATIQUE,-
Classic,Chevrolet, 21.05.2022, BRESIL,6 511 €,ETHANOL,97 000 KM,2015,MANUELLE,-
Classic,Chevrolet, 21.05.2022, BRESIL,6 551 €,ETHANOL,64 000 KM,2015,MANUELLE,-
Xc40,Volvo, 21.05.2022, BRESIL,26 035 €,ESSENCE,107 000 KM,2019,AUTOMATIQUE,-
Hilux,Toyota, 21.05.2022, BRESIL,16 749 €,DIESEL,300 000 KM,2008,MANUELLE,-
Pajero,Mitsubishi, 21.05.2022, BRESIL,22 313 €,DIESEL,144 000 KM,2013,AUTOMATIQUE,-
Brasilia,Volkswagen, 21.05.2022, BRESIL,18 591 €,ESSENCE,163 988 KM,2013,AUTOMATIQUE,-
Renegade,Jeep, 21.05.2022, BRESIL,16 358 €,ETHANOL,50 000 KM,2021,AUTOMATIQUE,-
Gol,Volkswagen, 21.05.2022, BRESIL,10 241 €,ETHANOL,85 636 KM,2021,MANUELLE,-
Gol,Volkswagen, 21.05.2022, BRESIL,6 681 €,ETHANOL,80 129 KM,2013,MANUELLE,-
Argo,Fiat, 21.05.2022, BRESIL,10 961 €,ETHANOL,44 299 KM,2019,MANUELLE,-
Siena,Fiat, 21.05.2022, BRESIL,5 583 €,ETHANOL,3 000 KM,2018,MANUELLE,-
Creta,Hyundai, 21.05.2022, BRESIL,18 423 €,ETHANOL,8 000 KM,2022,AUTOMATIQUE,-
Fox,Volkswagen, 21.05.2022, BRESIL,6 495 €,ETHANOL,82 000 KM,2013,MANUELLE,-
Renegade,Jeep, 21.05.2022, BRESIL,19 724 €,DIESEL,100 000 KM,2019,AUTOMATIQUE,-
Kicks,Nissan, 21.05.2022, BRESIL,17 395 €,ETHANOL,10 KM,2024,AUTOMATIQUE,-
Grand vitara,Suzuki, 21.05.2022, BRESIL,12 748 €,ESSENCE,91 073 KM,2015,AUTOMATIQUE,-
L200,Mitsubishi, 21.05.2022, BRESIL,20 098 €,DIESEL,219 000 KM,2012,AUTOMATIQUE,-
Tucson,Hyundai, 21.05.2022, BRESIL,20 282 €,ETHANOL,103 000 KM,2018,AUTOMATIQUE,-
Amarok,Volkswagen, 21.05.2022, BRESIL,33 478 €,DIESEL,50 000 KM,2018,AUTOMATIQUE,-
Tracker,Chevrolet, 21.05.2022, BRESIL,29 215 €,ETHANOL,10 KM,2023,AUTOMATIQUE,-
Gol,Volkswagen, 21.05.2022, BRESIL,7 611 €,ETHANOL,66 000 KM,2020,MANUELLE,-
Strada,Fiat, 21.05.2022, BRESIL,18 405 €,ETHANOL,300 KM,2021,MANUELLE,-
Strada,Fiat, 21.06.2022, BRESIL,11 147 €,ETHANOL,68 415 KM,2020,MANUELLE,-
Toro,Fiat, 21.05.2022, BRESIL,20 748 €,ETHANOL,40 413 KM,2021,AUTOMATIQUE,-
Focus,Ford, 21.05.2022, BRESIL,10 607 €,ETHANOL,140 000 KM,2015,AUTOMATIQUE,-
Toro,Fiat, 21.05.2022, BRESIL,27 914 €,DIESEL,9 025 KM,2021,AUTOMATIQUE,-
Pajero,Mitsubishi, 21.05.2022, BRESIL,NC,DIESEL,199 900 KM,2016,AUTOMATIQUE,-
Passat,Volkswagen, 21.05.2022, BRESIL,13 566 €,ESSENCE,90 000 KM,2013,AUTOMATIQUE,-
Virtus,Volkswagen, 21.05.2022, BRESIL,15 930 €,ETHANOL,51 712 KM,2020,MANUELLE,-
Onix,Chevrolet, 21.05.2022, BRESIL,19 808 €,ETHANOL,10 KM,2023,AUTOMATIQUE,-
Strada,Fiat, 21.05.2022, BRESIL,15 388 €,ETHANOL,56 412 KM,2021,MANUELLE,-
Prisma,Chevrolet, 21.05.2022, BRESIL,14 311 €,ETHANOL,84 000 KM,2019,AUTOMATIQUE,-
Fiorino,Fiat, 21.05.2022, BRESIL,14 830 €,ETHANOL,58 352 KM,2020,MANUELLE,-
Argo,Fiat, 21.05.2022, BRESIL,12 450 €,ETHANOL,28 900 KM,2021,MANUELLE,-
Ka,Ford, 21.05.2022, BRESIL,10 699 €,ETHANOL,50 079 KM,2020,MANUELLE,-
Gol,Volkswagen, 21.05.2022, BRESIL,7 425 €,ETHANOL,100 000 KM,2014,MANUELLE,-
Argo,Fiat, 21.05.2022, BRESIL,11 409 €,ETHANOL,68 876 KM,2020,MANUELLE,-
T-cross,Volkswagen, 21.05.2022, BRESIL,17 863 €,ETHANOL,23 021 KM,2022,AUTOMATIQUE,-
Ka,Ford, 21.05.2022, BRESIL,9 917 €,ETHANOL,58 929 KM,2020,MANUELLE,-
City,Honda, 21.05.2022, BRESIL,12 189 €,ETHANOL,56 850 KM,2016,AUTOMATIQUE,-
Polo,Volkswagen, 21.05.2022, BRESIL,12 282 €,ETHANOL,107 738 KM,2020,MANUELLE,-
Onix,Chevrolet, 21.05.2022, BRESIL,11 166 €,ETHANOL,10 720 KM,2020,MANUELLE,-
Ka,Ford, 21.05.2022, BRESIL,8 281 €,ETHANOL,149 000 KM,2018,MANUELLE,-
Kicks,Nissan, 21.05.2022, BRESIL,17 121 €,ETHANOL,55 000 KM,2020,AUTOMATIQUE,-
Hr-v,Honda, 21.05.2022, BRESIL,22 313 €,ETHANOL,16 000 KM,2020,AUTOMATIQUE,-
Versa,Nissan, 21.05.2022, BRESIL,8 746 €,ETHANOL,137 700 KM,2016,MANUELLE,-
Nivus,Volkswagen, 21.06.2022, BRESIL,23 241 €,ETHANOL,10 KM,2022,AUTOMATIQUE,-
Nivus,Volkswagen, 21.06.2022, BRESIL,26 239 €,ETHANOL,10 KM,2024,AUTOMATIQUE,-
T-cross,Volkswagen, 21.06.2022, BRESIL,24 565 €,ETHANOL,56 387 KM,2021,AUTOMATIQUE,-
Combi,Volkswagen, 21.06.2022, BRESIL,14 888 €,ESSENCE,120 000 KM,1996,MANUELLE,-
Ka,Ford, 21.06.2022, BRESIL,11 147 €,ETHANOL,45 000 KM,2020,MANUELLE,-
Duster,Renault, 21.06.2022, BRESIL,15 221 €,ETHANOL,51 540 KM,2020,AUTOMATIQUE,-
Captur,Renault, 21.06.2022, BRESIL,17 212 €,ETHANOL,52 670 KM,2020,AUTOMATIQUE,-
Bongo,Kia, 21.06.2022, BRESIL,7 444 €,DIESEL,125 051 KM,2010,MANUELLE,-
Kicks,Nissan, 21.06.2022, BRESIL,17 726 €,ETHANOL,50 423 KM,2020,AUTOMATIQUE,-
S10,Chevrolet, 21.06.2022, BRESIL,43 732 €,DIESEL,57 035 KM,2022,AUTOMATIQUE,-
Serie 5,Bmw, 21.06.2022, BRESIL,10 235 €,ESSENCE,168 000 KM,2005,AUTOMATIQUE,-
Sprinter,Mercedes, 21.06.2022, BRESIL,17 847 €,DIESEL,381 000 KM,2008,-,-
Q3,Audi, 21.06.2022, BRESIL,18 608 €,ETHANOL,89 015 KM,2017,AUTOMATIQUE,-
Cobalt,Chevrolet, 21.06.2022, BRESIL,13 769 €,ETHANOL,50 199 KM,2020,AUTOMATIQUE,-
Siena,Fiat, 21.06.2022, BRESIL,5 583 €,ETHANOL,75 421 KM,2014,MANUELLE,-
Virtus,Volkswagen, 21.06.2022, BRESIL,14 141 €,ETHANOL,89 965 KM,2020,AUTOMATIQUE,-
Kicks,Nissan, 21.06.2022, BRESIL,26 035 €,ETHANOL,10 KM,2022,AUTOMATIQUE,-
Ix35,Hyundai, 21.06.2022, BRESIL,18 608 €,ETHANOL,59 000 KM,2017,AUTOMATIQUE,-
Hilux,Toyota, 21.06.2022, BRESIL,30 706 €,DIESEL,243 808 KM,2015,AUTOMATIQUE,-
Rav4,Toyota, 21.06.2022, BRESIL,15 613 €,ESSENCE,136 000 KM,2014,AUTOMATIQUE,-
Sandero,Renault, 21.06.2022, BRESIL,4 092 €,ETHANOL,273 653 KM,2010,MANUELLE,-
Frontier,Nissan, 21.06.2022, BRESIL,28 826 €,DIESEL,36 903 KM,2020,MANUELLE,-
Fit,Honda, 21.06.2022, BRESIL,16 376 €,ETHANOL,67 000 KM,2018,AUTOMATIQUE,-
Prisma,Chevrolet, 21.01.2022, BRESIL,9 305 €,ETHANOL,30 000 KM,2015,AUTOMATIQUE,-
C3,Citroen, 21.01.2022, BRESIL,11 166 €,ETHANOL,58 200 KM,2013,AUTOMATIQUE,-
Agile,Chevrolet, 21.01.2022, BRESIL,11 166 €,ETHANOL,50 000 KM,2010,AUTOMATIQUE,-
Versa,Nissan, 21.01.2022, BRESIL,9 305 €,ETHANOL,38 000 KM,2016,MANUELLE,-
Sportage,Kia, 21.05.2022, BRESIL,9 305 €,ETHANOL,30 000 KM,2014,-,-
