Titre,motclé,prix2,date,upper,information,information7,information8
61 700 KM,"NISSAN
QASHQAI","

                              13 398 €  ", 18/08/2023, PEROU,ESSENCE,2015,AUTOMATIQUE
57 000 KM,"PEUGEOT
207
1.4","

                              7 151 €  ", 18/08/2023, PEROU,ESSENCE,2012,MANUELLE
10 KM,"MAZDA
CX-5
2.0SPORT4X4",, 18/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"MAZDA
6
2.5",, 18/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"MAZDA
CX-5
2.0",, 18/08/2023, PEROU,ESSENCE,2024,MANUELLE
10 KM,"MAZDA
CX-5
2.0ACTIVE",, 18/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"MAZDA
CX-5
2.0",, 18/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"SUBARU
OUTBACK
2.4EYESIGHT",, 18/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"SUBARU
FORESTER
2.0",, 18/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"SUBARU
FORESTER
2.0",, 18/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"SUBARU
OUTBACK
2.5EYESIGHT",, 18/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"SUBARU
FORESTER
2.5EYESIGHT",, 18/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"SUBARU
OUTBACK
2.4EYESIGHT",, 18/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"SUBARU
FORESTER
E-BOXER2.0LIMITED",, 18/08/2023, PEROU,-,2024,AUTOMATIQUE
10 KM,"SUBARU
OUTBACK
2.5EYESIGHT",, 18/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"MAZDA
CX-5
2.0",, 18/08/2023, PEROU,ESSENCE,2024,MANUELLE
47 KM,"MITSUBISHI
L200",, 19/08/2023, PEROU,DIESEL,2022,MANUELLE
97 895 KM,"TOYOTA
FORTUNER",, 19/08/2023, PEROU,DIESEL,2017,AUTOMATIQUE
40 000 KM,"MASERATI
LEVANTE
V6 3.0",, 19/08/2023, PEROU,ESSENCE,2018,AUTOMATIQUE
23 700 KM,"BMW
X2","

                              28 063 €  ", 19/08/2023, PEROU,ESSENCE,2018,AUTOMATIQUE
90 000 KM,"MITSUBISHI
MONTERO
V6 3.0ES SPORT","

                              21 726 €  ", 19/08/2023, PEROU,ESSENCE,2017,AUTOMATIQUE
50 800 KM,"PEUGEOT
BIPPER",, 19/08/2023, PEROU,DIESEL,2016,MANUELLE
40 000 KM,"RENAULT
CAPTUR
INTENS4X2","

                              12 221 €  ", 19/08/2023, PEROU,ESSENCE,2018,AUTOMATIQUE
27 304 KM,"MITSUBISHI
OUTLANDER
2.44X4",, 19/08/2023, PEROU,ESSENCE,2018,AUTOMATIQUE
16 489 KM,"TOYOTA
RUSH
1.5",, 19/08/2023, PEROU,ESSENCE,2022,MANUELLE
20 000 KM,"NISSAN
FRONTIER
2.5S",, 19/08/2023, PEROU,DIESEL,2019,MANUELLE
68 689 KM,"SUBARU
FORESTER
2.5EYESIGHT",, 19/08/2023, PEROU,ESSENCE,2020,AUTOMATIQUE
27 000 KM,"SUBARU
FORESTER
2.0EYESIGHT",, 19/08/2023, PEROU,ESSENCE,2020,AUTOMATIQUE
85 000 KM,"SUBARU
FORESTER
2.0",, 19/08/2023, PEROU,ESSENCE,2016,MANUELLE
44 129 KM,"SUBARU
FORESTER
2.0LIMITED",, 19/08/2023, PEROU,ESSENCE,2019,AUTOMATIQUE
100 000 KM,"SUBARU
FORESTER
2.0LIMITED",, 19/08/2023, PEROU,ESSENCE,2000,AUTOMATIQUE
24 000 KM,"SUBARU
FORESTER
2.0LIMITED",, 19/08/2023, PEROU,ESSENCE,2020,AUTOMATIQUE
106 000 KM,"SUBARU
OUTBACK
2.5",, 19/08/2023, PEROU,ESSENCE,2014,MANUELLE
117 600 KM,"SUBARU
FORESTER
2.0",, 19/08/2023, PEROU,ESSENCE,2009,MANUELLE
10 KM,"MAZDA
CX-5
2.0",, 19/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"MAZDA
CX-5
2.5SIGNATURE4X4",, 19/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"SUBARU
OUTBACK
2.5EYESIGHT",, 19/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"SUBARU
FORESTER
2.0LIMITED",, 19/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"SUBARU
FORESTER
2.5EYESIGHT",, 19/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"MAZDA
CX-5
2.04X4",, 19/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"SUBARU
FORESTER
2.0",, 19/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"SUBARU
OUTBACK
2.5EYESIGHT",, 19/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"MITSUBISHI
OUTLANDER
4X4",, 19/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"MITSUBISHI
XPANDER
1.5",, 19/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"MITSUBISHI
ASX
2.0",, 19/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"MITSUBISHI
ASX
2.0GLX",, 19/08/2023, PEROU,ESSENCE,2024,MANUELLE
10 KM,"MITSUBISHI
ECLIPSE CROSS",, 19/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"MITSUBISHI
XPANDER
1.5",, 19/08/2023, PEROU,ESSENCE,2024,MANUELLE
10 KM,"MITSUBISHI
XPANDER
1.5",, 19/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"MITSUBISHI
ECLIPSE CROSS
GLX",, 19/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"MITSUBISHI
ASX
2.0",, 19/08/2023, PEROU,ESSENCE,2024,MANUELLE
10 KM,"MITSUBISHI
ECLIPSE CROSS",, 19/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"MITSUBISHI
OUTLANDER",, 19/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
117 325 KM,"TOYOTA
HILUX
2.8","

                              29 882 €  ", 19/08/2023, PEROU,DIESEL,2021,AUTOMATIQUE
23 405 KM,"TOYOTA
RAIZE","

                              14 366 €  ", 19/08/2023, PEROU,ESSENCE,2023,AUTOMATIQUE
52 645 KM,"SUBARU
LEGACY","

                              17 652 €  ", 20/08/2023, PEROU,ESSENCE,2017,AUTOMATIQUE
44 000 KM,"BMW
SERIE 1
1181.5","

                              15 842 €  ", 20/08/2023, PEROU,ESSENCE,2017,AUTOMATIQUE
12 720 KM,"FORD
MUSTANG
GTGT","

                              32 580 €  ", 20/08/2023, PEROU,ESSENCE,2014,MANUELLE
28 500 KM,"CHERY
TIGGO
1.5","

                              10 410 €  ", 20/08/2023, PEROU,-,2021,MANUELLE
56 000 KM,"MITSUBISHI
ASX
2.0GLX",, 20/08/2023, PEROU,ESSENCE,2016,MANUELLE
95 000 KM,"SUZUKI
SWIFT
1.4GA",, 20/08/2023, PEROU,ESSENCE,2014,MANUELLE
17 500 KM,"MITSUBISHI
ASX
2.0GLX",, 20/08/2023, PEROU,ESSENCE,2021,MANUELLE
10 KM,"MITSUBISHI
ECLIPSE CROSS",, 20/08/2023, PEROU,ESSENCE,2024,MANUELLE
10 KM,"MITSUBISHI
ASX
2.0GLX",, 20/08/2023, PEROU,ESSENCE,2024,MANUELLE
140 000 KM,"MITSUBISHI
ASX
2.04X4","

                              9 958 €  ", 20/08/2023, PEROU,ESSENCE,2013,AUTOMATIQUE
49 200 KM,"PORSCHE
CAYENNE
S","

                              33 042 €  ", 21/08/2023, PEROU,ESSENCE,2015,AUTOMATIQUE
70 091 KM,"KIA
SPORTAGE
2.04X4",, 21/08/2023, PEROU,ESSENCE,2014,AUTOMATIQUE
110 000 KM,"HYUNDAI
ELANTRA
1.6GLS","

                              8 871 €  ", 21/08/2023, PEROU,ESSENCE,2009,AUTOMATIQUE
54 783 KM,"MAZDA
3","

                              13 307 €  ", 21/08/2023, PEROU,ESSENCE,2019,MANUELLE
10 009 KM,"FORD
RANGER
RAPTOR",, 22/08/2023, PEROU,ESSENCE,2020,AUTOMATIQUE
10 200 KM,"VOLKSWAGEN
AMAROK
V6 3.0","

                              38 835 €  ", 22/08/2023, PEROU,DIESEL,2022,AUTOMATIQUE
35 883 KM,"MERCEDES
CLASSE C
C 63 AMG","

                              33 947 €  ", 22/08/2023, PEROU,ESSENCE,2013,AUTOMATIQUE
31 000 KM,"MERCEDES
CLASSE C
C 1801.5","

                              27 148 €  ", 22/08/2023, PEROU,ESSENCE,2020,AUTOMATIQUE
150 000 KM,"JEEP
COMPASS","

                              9 505 €  ", 22/08/2023, PEROU,ESSENCE,2014,AUTOMATIQUE
69 000 KM,"SUBARU
XV
2.0LIMITED",, 22/08/2023, PEROU,ESSENCE,2012,AUTOMATIQUE
21 000 KM,"KIA
PICANTO
1.2EX","

                              8 690 €  ", 22/08/2023, PEROU,ESSENCE,2014,AUTOMATIQUE
139 000 KM,"VOLKSWAGEN
PASSAT
2.0",, 22/08/2023, PEROU,ESSENCE,2008,AUTOMATIQUE
25 370 KM,"MAZDA
3
SPORT","

                              18 972 €  ", 22/08/2023, PEROU,ESSENCE,2021,MANUELLE
-,"SUZUKI
APV","

                              10 410 €  ", 22/08/2023, PEROU,-,2010,MANUELLE
55 000 KM,"MAZDA
2
1.5SPORT",, 22/08/2023, PEROU,ESSENCE,2014,AUTOMATIQUE
143 000 KM,"TOYOTA
FORTUNER
3.0",, 22/08/2023, PEROU,DIESEL,2014,AUTOMATIQUE
37 000 KM,"VOLKSWAGEN
JETTA
2.0TRENDLINE",, 22/08/2023, PEROU,ESSENCE,2014,AUTOMATIQUE
7 500 KM,"MERCEDES
CLASSE A
A 200","

                              31 593 €  ", 22/08/2023, PEROU,ESSENCE,2023,AUTOMATIQUE
124 000 KM,"NISSAN
QASHQAI
2.0TEKNA","

                              10 410 €  ", 23/08/2023, PEROU,GNV,2014,MANUELLE
32 200 KM,"MAZDA
CX-5
2.0","

                              18 549 €  ", 23/08/2023, PEROU,ESSENCE,2020,MANUELLE
94 071 KM,"SUBARU
OUTBACK
2.5","

                              11 678 €  ", 23/08/2023, PEROU,ESSENCE,2013,AUTOMATIQUE
58 000 KM,"NISSAN
QASHQAI
2.0","

                              13 533 €  ", 23/08/2023, PEROU,ESSENCE,2016,AUTOMATIQUE
120 000 KM,"SUBARU
IMPREZA","

                              7 242 €  ", 23/08/2023, PEROU,ESSENCE,2009,MANUELLE
-,"NISSAN
WINGROAD","

                              4 526 €  ", 23/08/2023, PEROU,-,2006,AUTOMATIQUE
45 000 KM,"HYUNDAI
VELOSTER
1.6GLS",, 23/08/2023, PEROU,ESSENCE,2014,AUTOMATIQUE
56 000 KM,"MITSUBISHI
MIRAGE
1.2GLX",, 23/08/2023, PEROU,ESSENCE,2017,MANUELLE
10 KM,"FORD
RANGER
2.0XLT4X4",, 23/08/2023, PEROU,DIESEL,2024,AUTOMATIQUE
10 KM,"FORD
RANGER
3.0LIMITED",, 23/08/2023, PEROU,DIESEL,2024,AUTOMATIQUE
10 KM,"FORD
RANGER
2.0XL4X4",, 23/08/2023, PEROU,DIESEL,2024,MANUELLE
10 KM,"CHEVROLET
ONIX
1.0",, 23/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"CHEVROLET
ONIX
1.0",, 23/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"CHEVROLET
ONIX
1.0LTZ",, 23/08/2023, PEROU,ESSENCE,2024,MANUELLE
10 KM,"CHEVROLET
ONIX
1.0RS",, 23/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"MITSUBISHI
L200
2.4GLX",, 23/08/2023, PEROU,DIESEL,2024,MANUELLE
10 KM,"MITSUBISHI
MONTERO
V6 3.0ES SPORT",, 23/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"MITSUBISHI
MONTERO
V6 3.0ES SPORT",, 23/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"MITSUBISHI
L200
2.4",, 23/08/2023, PEROU,DIESEL,2024,AUTOMATIQUE
10 KM,"MITSUBISHI
L200
2.4",, 23/08/2023, PEROU,DIESEL,2024,MANUELLE
10 KM,"RAM TRUCKS
RAM 1500
V6 3.6BIG HORN",, 23/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"RAM TRUCKS
RAM 700
SLTSLT",, 23/08/2023, PEROU,ESSENCE,2024,MANUELLE
10 KM,"RAM TRUCKS
RAM 2500
V8 6.7BIG HORN",, 23/08/2023, PEROU,DIESEL,2024,AUTOMATIQUE
255 000 KM,"MITSUBISHI
MONTERO
ES SPORT",, 24/08/2023, PEROU,ESSENCE,2006,AUTOMATIQUE
1 255 KM,"MITSUBISHI
L200
2.4GLX",, 24/08/2023, PEROU,DIESEL,2022,MANUELLE
56 500 KM,"CHEVROLET
TRACKER
1.8LT",, 24/08/2023, PEROU,ESSENCE,2014,AUTOMATIQUE
85 000 KM,"MITSUBISHI
L200
2.4",, 24/08/2023, PEROU,DIESEL,2021,MANUELLE
10 KM,"MITSUBISHI
L200
2.4GLX",, 24/08/2023, PEROU,DIESEL,2024,MANUELLE
10 KM,"MITSUBISHI
L200
2.4",, 24/08/2023, PEROU,DIESEL,2024,MANUELLE
10 KM,"CHEVROLET
ONIX
1.0LT",, 24/08/2023, PEROU,ESSENCE,2024,MANUELLE
10 KM,"FORD
RANGER
2.0XLS",, 24/08/2023, PEROU,DIESEL,2024,MANUELLE
10 KM,"FORD
RANGER
2.0XLS4X4",, 24/08/2023, PEROU,DIESEL,2024,MANUELLE
10 KM,"FORD
RANGER
2.0XL",, 24/08/2023, PEROU,DIESEL,2024,MANUELLE
10 KM,"MITSUBISHI
L200
2.4GLX",, 24/08/2023, PEROU,DIESEL,2024,MANUELLE
10 KM,"CHEVROLET
SPIN
1.8PREMIER",, 24/08/2023, PEROU,ESSENCE,2024,MANUELLE
10 KM,"CHEVROLET
MONTANA",, 24/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"CHEVROLET
TRAVERSE
V6 3.6LT",, 24/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"CHEVROLET
CAPTIVA
LTZ",, 24/08/2023, PEROU,ESSENCE,2024,MANUELLE
10 KM,"CHEVROLET
CAPTIVA",, 24/08/2023, PEROU,ESSENCE,2024,MANUELLE
10 KM,"CHEVROLET
COLORADO
Z712.8",, 24/08/2023, PEROU,DIESEL,2024,AUTOMATIQUE
10 KM,"CHEVROLET
TRACKER",, 24/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"CHEVROLET
TAHOE
V8 5.3",, 24/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"CHEVROLET
SPIN
1.8",, 24/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"CHEVROLET
GROOVE
1.5LTZ",, 24/08/2023, PEROU,ESSENCE,2024,MANUELLE
10 KM,"CHEVROLET
TRACKER
LTZ",, 24/08/2023, PEROU,ESSENCE,2024,MANUELLE
10 KM,"CHEVROLET
MONTANA",, 24/08/2023, PEROU,ESSENCE,2024,MANUELLE
10 KM,"CHEVROLET
TRACKER
LTZ",, 24/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"CHEVROLET
TRACKER",, 24/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"CHEVROLET
CAPTIVA
LTZ",, 24/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"CHEVROLET
CAPTIVA",, 24/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"CHEVROLET
COLORADO
2.8HIGH COUNTRY",, 24/08/2023, PEROU,DIESEL,2024,AUTOMATIQUE
10 KM,"CHEVROLET
SUBURBAN
V8 5.3",, 24/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"CHEVROLET
GROOVE
1.5",, 24/08/2023, PEROU,ESSENCE,2024,MANUELLE
127 000 KM,"CHEVROLET
CAPTIVA
V6 2.4LT",, 25/08/2023, PEROU,ESSENCE,2014,MANUELLE
140 000 KM,"HYUNDAI
TUCSON
2.0GL4X2","

                              12 900 €  ", 25/08/2023, PEROU,ESSENCE,2014,MANUELLE
43 000 KM,"CHEVROLET
GROOVE
1.5LTZ",, 25/08/2023, PEROU,ESSENCE,2021,MANUELLE
11 000 KM,"CHEVROLET
CAPTIVA
LT",, 25/08/2023, PEROU,ESSENCE,2023,AUTOMATIQUE
51 200 KM,"CHEVROLET
CAPTIVA
V6 2.4LT",, 25/08/2023, PEROU,ESSENCE,2011,MANUELLE
41 000 KM,"CHEVROLET
CAPTIVA
V6 2.4LT",, 25/08/2023, PEROU,ESSENCE,2014,AUTOMATIQUE
64 000 KM,"VOLKSWAGEN
NEW BEETLE
2.0GL",, 25/08/2023, PEROU,ESSENCE,2011,MANUELLE
100 000 KM,"CHEVROLET
CAPTIVA
V6 2.4LT",, 25/08/2023, PEROU,ESSENCE,2009,MANUELLE
120 000 KM,"KIA
SPORTAGE
2.0LX",, 25/08/2023, PEROU,ESSENCE,2017,MANUELLE
61 000 KM,"CHEVROLET
N-400",, 25/08/2023, PEROU,ESSENCE,2021,MANUELLE
37 000 KM,"CHEVROLET
CAPTIVA
PREMIER",, 25/08/2023, PEROU,ESSENCE,2021,AUTOMATIQUE
39 000 KM,"CHEVROLET
CAPTIVA
LT",, 25/08/2023, PEROU,ESSENCE,2021,MANUELLE
65 000 KM,"CHEVROLET
CAPTIVA
V6 2.4LT",, 25/08/2023, PEROU,ESSENCE,2016,AUTOMATIQUE
76 800 KM,"CHEVROLET
CAPTIVA
V6 2.4LT",, 25/08/2023, PEROU,ESSENCE,2013,AUTOMATIQUE
22 000 KM,"CHEVROLET
CAPTIVA
PREMIER",, 25/08/2023, PEROU,ESSENCE,2020,AUTOMATIQUE
86 000 KM,"CHEVROLET
CAPTIVA
V6 2.4LT",, 25/08/2023, PEROU,ESSENCE,2013,AUTOMATIQUE
23 000 KM,"CHEVROLET
TRACKER
LTZ",, 25/08/2023, PEROU,ESSENCE,2022,AUTOMATIQUE
10 KM,"CHEVROLET
TRACKER
RS",, 25/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"CHEVROLET
TRACKER
LTZ",, 25/08/2023, PEROU,ESSENCE,2024,MANUELLE
10 KM,"CHEVROLET
TRAVERSE
V6 3.6",, 25/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"CHEVROLET
SPIN
1.8PREMIER",, 25/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"CHEVROLET
TRAVERSE
V6 3.6RS",, 25/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"CHEVROLET
COLORADO
2.8LTZ",, 25/08/2023, PEROU,DIESEL,2024,MANUELLE
10 KM,"CHEVROLET
TRACKER",, 25/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"CHEVROLET
N-400",, 25/08/2023, PEROU,ESSENCE,2024,MANUELLE
10 KM,"CHEVROLET
N-400",, 25/08/2023, PEROU,ESSENCE,2024,MANUELLE
10 KM,"CHEVROLET
CAMARO
SSV8 6.2",, 25/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"CHEVROLET
N-400",, 25/08/2023, PEROU,ESSENCE,2024,MANUELLE
10 KM,"CHEVROLET
N-400",, 25/08/2023, PEROU,ESSENCE,2024,MANUELLE
93 000 KM,"TOYOTA
COROLLA
1.8","

                              14 393 €  ", 25/08/2023, PEROU,GNV,2019,AUTOMATIQUE
149 853 KM,"VOLKSWAGEN
AMAROK
2.0","

                              21 635 €  ", 25/08/2023, PEROU,DIESEL,2018,MANUELLE
130 000 KM,"SUBARU
FORESTER
2.0","

                              12 673 €  ", 25/08/2023, PEROU,ESSENCE,2013,AUTOMATIQUE
187 500 KM,"KIA
SORENTO
2.2","

                              14 031 €  ", 25/08/2023, PEROU,ESSENCE,2014,AUTOMATIQUE
83 000 KM,"AUDI
A4
1.8","

                              10 139 €  ", 25/08/2023, PEROU,ESSENCE,2013,AUTOMATIQUE
98 500 KM,"MAZDA
6
2.5GS","

                              9 415 €  ", 25/08/2023, PEROU,ESSENCE,2015,AUTOMATIQUE
85 800 KM,"BMW
SERIE 2
2202.0","

                              27 067 €  ", 25/08/2023, PEROU,ESSENCE,2017,AUTOMATIQUE
36 000 KM,"NISSAN
KICKS","

                              15 299 €  ", 25/08/2023, PEROU,ESSENCE,2019,AUTOMATIQUE
145 000 KM,"TOYOTA
URBAN CRUISER","

                              9 958 €  ", 25/08/2023, PEROU,-,2015,MANUELLE
61 000 KM,"SUZUKI
SWIFT
1.2",, 25/08/2023, PEROU,ESSENCE,2017,MANUELLE
3 300 KM,"ASTON MARTIN
DB11",, 25/08/2023, PEROU,ESSENCE,2018,AUTOMATIQUE
29 000 KM,"LAND ROVER
RANGE ROVER
V8 5.0VOGUEAWD",, 25/08/2023, PEROU,ESSENCE,2016,AUTOMATIQUE
72 000 KM,"MERCEDES
CLASSE C
C 63 AMG",, 25/08/2023, PEROU,ESSENCE,2013,AUTOMATIQUE
40 000 KM,"VOLKSWAGEN
TOUAREG
V6 3.0",, 25/08/2023, PEROU,ESSENCE,2020,AUTOMATIQUE
21 865 KM,"TOYOTA
RUSH","

                              17 019 €  ", 25/08/2023, PEROU,ESSENCE,2021,AUTOMATIQUE
54 000 KM,"AUDI
Q7
V6 3.0AMBITIONQUATTRO","

                              36 201 €  ", 25/08/2023, PEROU,ESSENCE,2017,AUTOMATIQUE
132 000 KM,"TOYOTA
LAND CRUISER SW
VX","

                              38 020 €  ", 25/08/2023, PEROU,ESSENCE,2012,AUTOMATIQUE
81 000 KM,"HONDA
ACCORD",, 25/08/2023, PEROU,ESSENCE,2014,AUTOMATIQUE
91 714 KM,"HYUNDAI
TUCSON
2.0GL","

                              9 867 €  ", 26/08/2023, PEROU,ESSENCE,2012,AUTOMATIQUE
58 000 KM,"AUDI
A6","

                              16 294 €  ", 26/08/2023, PEROU,ESSENCE,2012,AUTOMATIQUE
60 000 KM,"CITROEN
C4 CACTUS
1.2FEEL",, 26/08/2023, PEROU,ESSENCE,2016,MANUELLE
38 280 KM,"JAC
REFINE",, 26/08/2023, PEROU,ESSENCE,2021,MANUELLE
10 KM,"CHANGAN
CS35",, 26/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"CHANGAN
CS35
1.6",, 26/08/2023, PEROU,ESSENCE,2024,MANUELLE
10 KM,"CHANGAN
CS35
LUXURY",, 26/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"CHANGAN
CS35
1.6LUXURY",, 26/08/2023, PEROU,ESSENCE,2024,MANUELLE
18 524 KM,"RENAULT
CAPTUR","

                              16 204 €  ", 26/08/2023, PEROU,ESSENCE,2023,MANUELLE
65 500 KM,"LAND ROVER
RANGE ROVER VELAR
2.0AWD","

                              45 262 €  ", 27/08/2023, PEROU,ESSENCE,2018,AUTOMATIQUE
-,"NISSAN
SENTRA","

                              3 983 €  ", 27/08/2023, PEROU,GNV,2008,MANUELLE
-,"SUZUKI
SX4
1.6SX","

                              5 793 €  ", 27/08/2023, PEROU,ESSENCE,2009,AUTOMATIQUE
57 186 KM,"VOLKSWAGEN
TIGUAN
2.0",, 28/08/2023, PEROU,ESSENCE,2015,AUTOMATIQUE
45 000 KM,"RENAULT
KOLEOS
PRIVILEGE4X2",, 28/08/2023, PEROU,ESSENCE,2019,AUTOMATIQUE
11 000 KM,"MINI
MINI
COOPER S","

                              31 231 €  ", 28/08/2023, PEROU,ESSENCE,2022,AUTOMATIQUE
18 900 KM,"TOYOTA
HILUX","

                              27 610 €  ", 28/08/2023, PEROU,DIESEL,2018,MANUELLE
156 000 KM,"FORD
EXPLORER
V6 3.5LIMITED","

                              15 842 €  ", 28/08/2023, PEROU,ESSENCE,2013,AUTOMATIQUE
41 000 KM,"MAZDA
3
2.0SPORT",, 28/08/2023, PEROU,ESSENCE,2019,MANUELLE
60 000 KM,"KIA
SPORTAGE
2.0GT LINE4X4",, 28/08/2023, PEROU,ESSENCE,2016,AUTOMATIQUE
105 000 KM,"KIA
SPORTAGE
2.0LX4X4",, 28/08/2023, PEROU,ESSENCE,2014,AUTOMATIQUE
49 500 KM,"HONDA
PILOT
V6 3.5EX L",, 28/08/2023, PEROU,ESSENCE,2016,AUTOMATIQUE
55 931 KM,"BMW
SERIE 7
740","

                              45 172 €  ", 28/08/2023, PEROU,ESSENCE,2016,AUTOMATIQUE
81 864 KM,"VOLKSWAGEN
TIGUAN
2.0",, 28/08/2023, PEROU,ESSENCE,2012,AUTOMATIQUE
36 500 KM,"FORD
EXPLORER
2.3","

                              38 020 €  ", 28/08/2023, PEROU,ESSENCE,2020,AUTOMATIQUE
50 000 KM,"FIAT
ADVENTURE
ADVENTURE","

                              9 234 €  ", 28/08/2023, PEROU,ESSENCE,2017,MANUELLE
45 440 KM,"BMW
SERIE 7
740L",, 29/08/2023, PEROU,ESSENCE,2017,AUTOMATIQUE
53 000 KM,"MERCEDES
GLA 200URBAN","

                              17 200 €  ", 29/08/2023, PEROU,ESSENCE,2015,AUTOMATIQUE
45 000 KM,"TOYOTA
YARIS
1.3",, 29/08/2023, PEROU,ESSENCE,2021,MANUELLE
51 000 KM,"NISSAN
KICKS","

                              14 030 €  ", 29/08/2023, PEROU,ESSENCE,2019,AUTOMATIQUE
79 000 KM,"KIA
RIO
1.4PREMIUM","

                              8 736 €  ", 29/08/2023, PEROU,GPL,2015,AUTOMATIQUE
60 000 KM,"HONDA
CR-V
1.5","

                              20 368 €  ", 29/08/2023, PEROU,ESSENCE,2017,AUTOMATIQUE
43 000 KM,"SEAT
IBIZA
1.6STYLE","

                              9 505 €  ", 29/08/2023, PEROU,ESSENCE,2015,AUTOMATIQUE
76 000 KM,"RENAULT
DUSTER
1.6EXPRESSION","

                              11 678 €  ", 29/08/2023, PEROU,ESSENCE,2019,MANUELLE
10 KM,"CHANGAN
CS15
1.5",, 29/08/2023, PEROU,ESSENCE,2024,MANUELLE
10 KM,"CHANGAN
CS15
1.5LUXURY",, 29/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"CHANGAN
ALSVIN",, 29/08/2023, PEROU,ESSENCE,2024,MANUELLE
10 KM,"CHANGAN
ALSVIN",, 29/08/2023, PEROU,ESSENCE,2024,MANUELLE
10 KM,"CHANGAN
CS15
1.5",, 29/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"CHANGAN
CS15
1.5",, 29/08/2023, PEROU,ESSENCE,2024,MANUELLE
10 KM,"CHANGAN
ALSVIN",, 29/08/2023, PEROU,ESSENCE,2024,MANUELLE
133 377 KM,"TOYOTA
RAV4
GX4X2","

                              8 871 €  ", 29/08/2023, PEROU,ESSENCE,2008,AUTOMATIQUE
62 000 KM,"MERCEDES
CLASSE C
C 180","

                              10 401 €  ", 29/08/2023, PEROU,ESSENCE,2008,AUTOMATIQUE
116 000 KM,"LAND ROVER
FREELANDER
SI42.0AWD","

                              13 488 €  ", 30/08/2023, PEROU,ESSENCE,2013,AUTOMATIQUE
