Modele,Marque,Date,Location,Prix,Carburant,Kilométrage,Année,Boîte de vitesse,Departements
Sprinter,Mercedes, 13.12.2023, ALLEMAGNE,14 900 €,DIESEL,311 000 KM,2008,MANUELLE,25899
Serie 3 touring,Bmw, 13.12.2023, ALLEMAGNE,24 900 €,DIESEL,119 000 KM,2020,AUTOMATIQUE,25899
Serie 1,Bmw, 13.12.2023, ALLEMAGNE,24 900 €,DIESEL,55 000 KM,2020,AUTOMATIQUE,25899
Classe e,Mercedes, 13.12.2023, ALLEMAGNE,72 049 €,DIESEL,4 800 KM,2023,AUTOMATIQUE,25899
T-roc,Volkswagen, 13.12.2023, ALLEMAGNE,30 990 €,ESSENCE,10 KM,2024,AUTOMATIQUE,25899
Serie 2 active tourer,Bmw, 14.12.2023, ALLEMAGNE,16 900 €,DIESEL,78 500 KM,2016,AUTOMATIQUE,25899
Serie 5 touring,Bmw, 14.12.2023, ALLEMAGNE,24 900 €,DIESEL,86 500 KM,2018,AUTOMATIQUE,25899
A7 sportback,Audi, 14.12.2023, ALLEMAGNE,13 500 €,DIESEL,240 500 KM,2010,AUTOMATIQUE,25899
Classe glc,Mercedes, 15.12.2023, ALLEMAGNE,35 480 €,ESSENCE,96 950 KM,2019,AUTOMATIQUE,25899
Golf sw,Volkswagen, 15.12.2023, ALLEMAGNE,14 990 €,ESSENCE,112 500 KM,2017,MANUELLE,25899
307,Peugeot, 15.12.2023, ALLEMAGNE,3 500 €,ESSENCE,143 260 KM,2004,AUTOMATIQUE,25899
Id.4,Volkswagen, 15.12.2023, ALLEMAGNE,39 990 €,ELECTRIQUE,21 650 KM,2021,AUTOMATIQUE,25899
Golf sw,Volkswagen, 16.12.2023, ALLEMAGNE,14 990 €,ESSENCE,112 500 KM,2018,MANUELLE,25899
Golf,Volkswagen, 17.12.2023, ALLEMAGNE,9 700 €,ESSENCE,107 000 KM,2014,MANUELLE,25899
Classe c break,Mercedes, 17.12.2023, ALLEMAGNE,35 899 €,ESSENCE,68 000 KM,2017,AUTOMATIQUE,25899
Classe c,Mercedes, 17.12.2023, ALLEMAGNE,35 899 €,ESSENCE,68 000 KM,2017,AUTOMATIQUE,25899
Transporter,Volkswagen, 18.12.2023, ALLEMAGNE,65 990 €,DIESEL,1 001 KM,2023,AUTOMATIQUE,25899
Passat variant,Volkswagen, 19.12.2023, ALLEMAGNE,14 500 €,DIESEL,130 000 KM,2015,AUTOMATIQUE,25899
Leon st,Seat, 19.12.2023, ALLEMAGNE,14 900 €,DIESEL,85 000 KM,2015,AUTOMATIQUE,25899
Mondeo,Ford, 19.12.2023, ALLEMAGNE,1 600 €,DIESEL,253 200 KM,2006,MANUELLE,25899
Crossland x,Opel, 19.12.2023, ALLEMAGNE,16 980 €,ESSENCE,28 800 KM,2019,MANUELLE,25899
Punto,Fiat, 19.12.2023, ALLEMAGNE,1 800 €,ESSENCE,205 000 KM,2005,MANUELLE,25899
500,Fiat, 19.12.2023, ALLEMAGNE,4 850 €,ESSENCE,124 000 KM,2009,AUTOMATIQUE,25899
Passat variant,Volkswagen, 19.12.2023, ALLEMAGNE,33 990 €,DIESEL,10 KM,2024,AUTOMATIQUE,25899
Transporter,Volkswagen, 19.12.2023, ALLEMAGNE,64 990 €,DIESEL,10 KM,2024,AUTOMATIQUE,25899
Classe glc,Mercedes, 20.12.2023, ALLEMAGNE,31 980 €,DIESEL,87 400 KM,2019,AUTOMATIQUE,25899
Tiguan,Volkswagen, 20.12.2023, ALLEMAGNE,38 590 €,DIESEL,100 KM,2023,AUTOMATIQUE,25899
Id.4,Volkswagen, 20.12.2023, ALLEMAGNE,27 590 €,ELECTRIQUE,22 500 KM,2021,AUTOMATIQUE,25899
Born,Cupra, 21.12.2023, ALLEMAGNE,34 990 €,ELECTRIQUE,8 150 KM,2023,AUTOMATIQUE,25899
Passat variant,Volkswagen, 21.12.2023, ALLEMAGNE,33 990 €,ESSENCE,10 KM,2024,AUTOMATIQUE,25899
Passat variant,Volkswagen, 21.12.2023, ALLEMAGNE,36 990 €,ESSENCE,10 KM,2024,AUTOMATIQUE,25899
Passat variant,Volkswagen, 21.12.2023, ALLEMAGNE,33 490 €,ESSENCE,10 KM,2024,AUTOMATIQUE,25899
Transporter,Volkswagen, 21.12.2023, ALLEMAGNE,60 990 €,DIESEL,1 001 KM,2023,AUTOMATIQUE,25899
Id.4,Volkswagen, 21.12.2023, ALLEMAGNE,27 590 €,ELECTRIQUE,22 500 KM,2022,AUTOMATIQUE,25899
Transporter,Volkswagen, 22.12.2023, ALLEMAGNE,60 990 €,DIESEL,1 001 KM,2023,AUTOMATIQUE,25899
Classe e,Mercedes, 22.12.2023, ALLEMAGNE,3 399 €,DIESEL,271 650 KM,2001,AUTOMATIQUE,25899
Q7,Audi, 22.12.2023, ALLEMAGNE,17 500 €,DIESEL,280 000 KM,2011,AUTOMATIQUE,25899
Mondeo sw,Ford, 22.12.2023, ALLEMAGNE,12 500 €,DIESEL,141 000 KM,2017,MANUELLE,25899
Crossland x,Opel, 22.12.2023, ALLEMAGNE,18 980 €,ESSENCE,27 240 KM,2022,MANUELLE,25899
Kamiq,Skoda, 22.12.2023, ALLEMAGNE,22 990 €,ESSENCE,1 501 KM,2023,AUTOMATIQUE,25899
Id.4,Volkswagen, 22.12.2023, ALLEMAGNE,29 990 €,ELECTRIQUE,38 000 KM,2021,AUTOMATIQUE,25899
Sprinter,Mercedes, 24.12.2023, ALLEMAGNE,11 400 €,DIESEL,131 500 KM,2007,MANUELLE,25899
X3,Bmw, 24.12.2023, ALLEMAGNE,5 500 €,DIESEL,345 000 KM,2005,AUTOMATIQUE,25899
X5,Bmw, 25.12.2023, ALLEMAGNE,38 500 €,DIESEL,167 000 KM,2017,AUTOMATIQUE,25899
Mondeo,Ford, 25.12.2023, ALLEMAGNE,12 500 €,DIESEL,141 000 KM,2017,MANUELLE,25899
Transporter,Volkswagen, 26.12.2023, ALLEMAGNE,60 990 €,DIESEL,10 KM,2024,AUTOMATIQUE,25899
Up!,Volkswagen, 27.12.2023, ALLEMAGNE,8 400 €,ESSENCE,18 500 KM,2015,MANUELLE,25899
Polo,Volkswagen, 27.12.2023, ALLEMAGNE,1 400 €,ESSENCE,255 520 KM,2003,MANUELLE,25899
Serie 7,Bmw, 27.12.2023, ALLEMAGNE,17 800 €,ESSENCE,108 000 KM,2012,AUTOMATIQUE,25899
Twingo,Renault, 27.12.2023, ALLEMAGNE,1 900 €,ESSENCE,172 600 KM,2003,MANUELLE,25899
T-roc,Volkswagen, 27.12.2023, ALLEMAGNE,19 990 €,DIESEL,39 980 KM,2019,MANUELLE,25899
Golf,Volkswagen, 28.12.2023, ALLEMAGNE,2 800 €,ESSENCE,207 000 KM,2008,MANUELLE,25899
Megane,Renault, 28.12.2023, ALLEMAGNE,36 490 €,HYBRIDE,17 709 KM,2022,AUTOMATIQUE,25899
Ducato,Fiat, 28.12.2023, ALLEMAGNE,35 400 €,DIESEL,10 KM,2023,MANUELLE,25899
Octavia,Skoda, 28.12.2023, ALLEMAGNE,4 400 €,DIESEL,271 154 KM,2009,MANUELLE,25899
Up!,Volkswagen, 29.12.2023, ALLEMAGNE,7 900 €,ESSENCE,18 500 KM,2015,MANUELLE,25899
Kuga,Ford, 29.12.2023, ALLEMAGNE,45 900 €,HYBRIDE,1 500 KM,2023,AUTOMATIQUE,25899
A6 avant,Audi, 29.12.2023, ALLEMAGNE,25 899 €,DIESEL,177 500 KM,2015,AUTOMATIQUE,25899
Octavia combi,Skoda, 29.12.2023, ALLEMAGNE,4 400 €,DIESEL,271 154 KM,2009,MANUELLE,25899
Transporter,Volkswagen, 29.12.2023, ALLEMAGNE,63 990 €,DIESEL,10 KM,2024,AUTOMATIQUE,25899
Transporter,Volkswagen, 29.12.2023, ALLEMAGNE,64 990 €,DIESEL,10 KM,2024,AUTOMATIQUE,25899
Transporter,Volkswagen, 29.12.2023, ALLEMAGNE,63 490 €,DIESEL,10 KM,2024,AUTOMATIQUE,25899
Born,Cupra, 29.12.2023, ALLEMAGNE,32 990 €,ELECTRIQUE,9 800 KM,2023,AUTOMATIQUE,25899
Passat variant,Volkswagen, 29.12.2023, ALLEMAGNE,36 990 €,ESSENCE,10 KM,2024,AUTOMATIQUE,25899
Passat,Volkswagen, 29.12.2023, ALLEMAGNE,4 470 €,ESSENCE,188 000 KM,2005,MANUELLE,25899
Up!,Volkswagen, 30.12.2023, ALLEMAGNE,7 600 €,ESSENCE,18 500 KM,2014,MANUELLE,25899
Transporter,Volkswagen, 30.12.2023, ALLEMAGNE,63 490 €,DIESEL,10 KM,2024,AUTOMATIQUE,25899
Transporter,Volkswagen, 30.12.2023, ALLEMAGNE,63 990 €,DIESEL,1 001 KM,2023,AUTOMATIQUE,25899
Transporter,Volkswagen, 30.12.2023, ALLEMAGNE,61 990 €,DIESEL,10 KM,2024,AUTOMATIQUE,25899
Transporter,Volkswagen, 30.12.2023, ALLEMAGNE,67 290 €,DIESEL,1 001 KM,2023,AUTOMATIQUE,25899
Transporter,Volkswagen, 30.12.2023, ALLEMAGNE,66 990 €,DIESEL,1 001 KM,2023,AUTOMATIQUE,25899
Classe c break,Mercedes, 30.12.2023, ALLEMAGNE,1 650 €,DIESEL,352 500 KM,2004,AUTOMATIQUE,25899
Classe c,Mercedes, 30.12.2023, ALLEMAGNE,27 480 €,DIESEL,80 000 KM,2019,AUTOMATIQUE,25899
A6,Audi, 30.12.2023, ALLEMAGNE,2 390 €,DIESEL,530 000 KM,2005,MANUELLE,25899
Classe e,Mercedes, 30.12.2023, ALLEMAGNE,29 980 €,ESSENCE,42 000 KM,2018,AUTOMATIQUE,25899
Classe cla,Mercedes, 30.12.2023, ALLEMAGNE,33 480 €,HYBRIDE,30 590 KM,2020,AUTOMATIQUE,25899
Focus sw,Ford, 01.01.2024, ALLEMAGNE,13 950 €,ESSENCE,77 000 KM,2020,MANUELLE,25899
Serie 3,Bmw, 02.01.2024, ALLEMAGNE,4 800 €,ESSENCE,204 000 KM,2007,MANUELLE,25899
Mokka,Opel, 28.10.2022, ALLEMAGNE,22 690 €,ESSENCE,9 020 KM,2021,MANUELLE,26759
Astra,Opel, 04.03.2023, ALLEMAGNE,19 450 €,ESSENCE,14 638 KM,2021,MANUELLE,26759
Polo,Volkswagen, 06.04.2023, ALLEMAGNE,6 500 €,ESSENCE,170 000 KM,1980,MANUELLE,26759
Grandland x,Opel, 18.04.2023, ALLEMAGNE,33 590 €,HYBRIDE,12 561 KM,2021,AUTOMATIQUE,26759
Crossland x,Opel, 03.05.2023, ALLEMAGNE,21 990 €,ESSENCE,9 051 KM,2022,AUTOMATIQUE,26759
Astra societe,Opel, 04.05.2023, ALLEMAGNE,17 990 €,ESSENCE,52 008 KM,2021,MANUELLE,26759
T-roc,Volkswagen, 12.05.2023, ALLEMAGNE,22 800 €,DIESEL,88 000 KM,2018,AUTOMATIQUE,26759
Crossland x,Opel, 22.05.2023, ALLEMAGNE,14 490 €,ESSENCE,66 815 KM,2018,MANUELLE,26759
Corsa,Opel, 27.05.2023, ALLEMAGNE,15 990 €,ESSENCE,24 000 KM,2021,MANUELLE,26759
Id.4,Volkswagen, 29.05.2023, ALLEMAGNE,45 000 €,ELECTRIQUE,4 000 KM,2022,AUTOMATIQUE,26759
Mokka,Opel, 12.06.2023, ALLEMAGNE,24 490 €,ESSENCE,12 784 KM,2022,AUTOMATIQUE,26759
Classe s,Mercedes, 29.06.2023, ALLEMAGNE,18 900 €,ESSENCE,132 500 KM,1988,AUTOMATIQUE,26759
500,Fiat, 10.07.2023, ALLEMAGNE,13 000 €,ESSENCE,135 000 KM,1973,MANUELLE,26759
Rio,Kia, 13.07.2023, ALLEMAGNE,17 945 €,ESSENCE,10 KM,2022,MANUELLE,26759
Corsa,Opel, 14.07.2023, ALLEMAGNE,20 590 €,ESSENCE,8 844 KM,2022,AUTOMATIQUE,26759
Id.5,Volkswagen, 17.07.2023, ALLEMAGNE,42 999 €,ELECTRIQUE,10 000 KM,2022,AUTOMATIQUE,26759
2,Mazda, 15.08.2023, ALLEMAGNE,23 550 €,HYBRIDE,700 KM,2023,AUTOMATIQUE,26759
T-cross,Volkswagen, 17.08.2023, ALLEMAGNE,19 333 €,ESSENCE,8 100 KM,2022,MANUELLE,26759
Astra break,Opel, 17.08.2023, ALLEMAGNE,23 350 €,ESSENCE,7 306 KM,2022,MANUELLE,26759
Astra,Opel, 19.08.2023, ALLEMAGNE,22 990 €,ESSENCE,14 130 KM,2022,MANUELLE,26759
Stonic,Kia, 24.08.2023, ALLEMAGNE,20 590 €,ESSENCE,12 000 KM,2022,MANUELLE,26759
Sportage,Kia, 25.08.2023, ALLEMAGNE,31 690 €,ESSENCE,3 000 KM,2023,MANUELLE,26759
E-soul,Kia, 25.08.2023, ALLEMAGNE,25 590 €,ELECTRIQUE,35 640 KM,2019,AUTOMATIQUE,26759
Corsa,Opel, 25.08.2023, ALLEMAGNE,14 990 €,ESSENCE,30 182 KM,2021,MANUELLE,26759
Insignia sports tourer,Opel, 25.08.2023, ALLEMAGNE,34 990 €,DIESEL,8 500 KM,2022,AUTOMATIQUE,26759
Focus societe,Ford, 01.09.2023, ALLEMAGNE,21 750 €,ESSENCE,42 785 KM,2020,AUTOMATIQUE,26759
Corsa,Opel, 13.09.2023, ALLEMAGNE,16 590 €,ESSENCE,10 868 KM,2022,MANUELLE,26759
Crossland x,Opel, 13.09.2023, ALLEMAGNE,22 990 €,ESSENCE,50 KM,2022,MANUELLE,26759
Crossland x,Opel, 14.09.2023, ALLEMAGNE,18 990 €,ESSENCE,21 327 KM,2021,MANUELLE,26759
Rio,Kia, 19.09.2023, ALLEMAGNE,16 970 €,ESSENCE,8 965 KM,2022,MANUELLE,26759
Crossland x,Opel, 30.09.2023, ALLEMAGNE,26 880 €,ESSENCE,10 000 KM,2023,AUTOMATIQUE,26759
Id.4,Volkswagen, 11.10.2023, ALLEMAGNE,44 900 €,ELECTRIQUE,8 200 KM,2023,AUTOMATIQUE,26759
Puma,Ford, 14.10.2023, ALLEMAGNE,24 580 €,ESSENCE,4 915 KM,2022,MANUELLE,26759
Proceed,Kia, 18.10.2023, ALLEMAGNE,24 780 €,ESSENCE,11 379 KM,2021,MANUELLE,26759
Crossland x,Opel, 18.10.2023, ALLEMAGNE,20 480 €,ESSENCE,9 381 KM,2021,MANUELLE,26759
Ceed sw,Kia, 20.10.2023, ALLEMAGNE,27 850 €,ESSENCE,10 KM,2023,AUTOMATIQUE,26759
Astra,Opel, 20.10.2023, ALLEMAGNE,36 950 €,HYBRIDE,11 170 KM,2023,AUTOMATIQUE,26759
E-niro,Kia, 21.10.2023, ALLEMAGNE,30 980 €,ELECTRIQUE,26 551 KM,2021,AUTOMATIQUE,26759
Puma,Ford, 26.10.2023, ALLEMAGNE,25 990 €,ESSENCE,50 KM,2023,MANUELLE,26759
Zafira,Opel, 26.10.2023, ALLEMAGNE,46 990 €,DIESEL,27 197 KM,2020,AUTOMATIQUE,26759
Corsa,Opel, 27.10.2023, ALLEMAGNE,17 990 €,ESSENCE,13 660 KM,2022,MANUELLE,26759
Arteon,Volkswagen, 04.11.2023, ALLEMAGNE,36 900 €,ESSENCE,18 500 KM,2022,AUTOMATIQUE,26759
Model x,Tesla, 07.11.2023, ALLEMAGNE,47 900 €,ELECTRIQUE,89 500 KM,2018,AUTOMATIQUE,26759
T-cross,Volkswagen, 09.11.2023, ALLEMAGNE,19 333 €,ESSENCE,8 300 KM,2022,MANUELLE,26759
Sorento,Kia, 09.11.2023, ALLEMAGNE,53 980 €,DIESEL,261 KM,2023,AUTOMATIQUE,26759
Picanto,Kia, 09.11.2023, ALLEMAGNE,16 490 €,ESSENCE,10 KM,2023,MANUELLE,26759
Golf sportsvan,Volkswagen, 11.11.2023, ALLEMAGNE,19 950 €,ESSENCE,48 126 KM,2018,MANUELLE,26759
A4,Audi, 11.11.2023, ALLEMAGNE,10 500 €,ESSENCE,179 000 KM,2011,AUTOMATIQUE,26759
Astra,Opel, 13.11.2023, ALLEMAGNE,16 950 €,ESSENCE,34 200 KM,2019,MANUELLE,26759
Crossland x,Opel, 13.11.2023, ALLEMAGNE,24 590 €,ESSENCE,10 KM,2023,AUTOMATIQUE,26759
Arteon,Volkswagen, 16.11.2023, ALLEMAGNE,36 900 €,ESSENCE,17 500 KM,2022,AUTOMATIQUE,26759
Stonic,Kia, 18.11.2023, ALLEMAGNE,20 980 €,ESSENCE,10 KM,2023,MANUELLE,26759
Grandland x,Opel, 18.11.2023, ALLEMAGNE,21 990 €,ESSENCE,30 199 KM,2020,MANUELLE,26759
Cabrio,Mini, 18.11.2023, ALLEMAGNE,14 550 €,ESSENCE,42 500 KM,2013,AUTOMATIQUE,26759
Astra,Opel, 22.11.2023, ALLEMAGNE,17 990 €,ESSENCE,52 008 KM,2021,MANUELLE,26759
Focus sw,Ford, 22.11.2023, ALLEMAGNE,21 750 €,ESSENCE,42 785 KM,2020,AUTOMATIQUE,26759
Grandland x,Opel, 22.11.2023, ALLEMAGNE,33 950 €,HYBRIDE,12 561 KM,2021,AUTOMATIQUE,26759
Mokka,Opel, 22.11.2023, ALLEMAGNE,22 745 €,ESSENCE,9 020 KM,2021,MANUELLE,26759
Mokka,Opel, 22.11.2023, ALLEMAGNE,31 500 €,ESSENCE,10 KM,2023,AUTOMATIQUE,26759
Compass,Jeep, 22.11.2023, ALLEMAGNE,35 660 €,ESSENCE,200 KM,2022,AUTOMATIQUE,26759
Scenic,Renault, 23.11.2023, ALLEMAGNE,6 890 €,DIESEL,207 500 KM,2011,MANUELLE,26759
Ix35,Hyundai, 23.11.2023, ALLEMAGNE,9 890 €,ESSENCE,136 000 KM,2010,MANUELLE,26759
Ceed,Kia, 26.11.2023, ALLEMAGNE,23 990 €,ESSENCE,31 500 KM,2021,AUTOMATIQUE,26759
3,Mazda, 26.11.2023, ALLEMAGNE,7 500 €,ESSENCE,140 000 KM,2014,MANUELLE,26759
Astra,Opel, 27.11.2023, ALLEMAGNE,29 590 €,HYBRIDE,17 000 KM,2022,AUTOMATIQUE,26759
Mokka,Opel, 28.11.2023, ALLEMAGNE,30 990 €,ESSENCE,10 KM,2023,AUTOMATIQUE,26759
Corsa,Opel, 28.11.2023, ALLEMAGNE,22 990 €,ESSENCE,50 KM,2023,AUTOMATIQUE,26759
Xceed,Kia, 29.11.2023, ALLEMAGNE,29 850 €,ESSENCE,15 KM,2023,AUTOMATIQUE,26759
Sportage,Kia, 29.11.2023, ALLEMAGNE,37 750 €,ESSENCE,15 KM,2023,AUTOMATIQUE,26759
Zafira,Opel, 29.11.2023, ALLEMAGNE,48 990 €,DIESEL,46 132 KM,2021,AUTOMATIQUE,26759
Cc,Volkswagen, 30.11.2023, ALLEMAGNE,44 900 €,-,8 200 KM,2023,AUTOMATIQUE,26759
Golf,Volkswagen, 30.11.2023, ALLEMAGNE,12 690 €,ESSENCE,88 122 KM,2016,MANUELLE,26759
Sportage,Kia, 30.11.2023, ALLEMAGNE,27 990 €,ESSENCE,10 KM,2023,MANUELLE,26759
Corsa,Opel, 30.11.2023, ALLEMAGNE,20 590 €,ESSENCE,22 700 KM,2021,AUTOMATIQUE,26759
Id.4,Volkswagen, 01.12.2023, ALLEMAGNE,39 999 €,ELECTRIQUE,8 500 KM,2022,AUTOMATIQUE,26759
Astra,Opel, 01.12.2023, ALLEMAGNE,29 990 €,HYBRIDE,23 219 KM,2022,AUTOMATIQUE,26759
Grandland x,Opel, 01.12.2023, ALLEMAGNE,25 490 €,ESSENCE,15 519 KM,2022,MANUELLE,26759
Fortwo,Smart, 04.12.2023, ALLEMAGNE,3 950 €,ESSENCE,75 100 KM,2008,MANUELLE,26759
Crossland x,Opel, 07.12.2023, ALLEMAGNE,17 590 €,ESSENCE,54 937 KM,2019,AUTOMATIQUE,26759
Grande punto,Fiat, 10.12.2023, ALLEMAGNE,3 000 €,ESSENCE,160 000 KM,2009,MANUELLE,26759
E-up!,Volkswagen, 13.12.2023, ALLEMAGNE,17 900 €,ELECTRIQUE,1 600 KM,2022,AUTOMATIQUE,26759
Picanto,Kia, 13.12.2023, ALLEMAGNE,15 490 €,ESSENCE,15 KM,2023,MANUELLE,26759
Picanto,Kia, 13.12.2023, ALLEMAGNE,15 490 €,ESSENCE,15 KM,2023,MANUELLE,26759
Crossland x,Opel, 13.12.2023, ALLEMAGNE,17 990 €,ESSENCE,14 839 KM,2022,MANUELLE,26759
Picanto,Kia, 14.12.2023, ALLEMAGNE,15 490 €,ESSENCE,15 KM,2023,MANUELLE,26759
Astra break,Opel, 15.12.2023, ALLEMAGNE,29 990 €,ESSENCE,23 219 KM,2022,AUTOMATIQUE,26759
Picanto,Kia, 16.12.2023, ALLEMAGNE,17 990 €,ESSENCE,15 KM,2023,MANUELLE,26759
A3 sportback,Audi, 17.12.2023, ALLEMAGNE,63 900 €,ESSENCE,4 900 KM,2023,AUTOMATIQUE,26759
Q4 e-tron,Audi, 18.12.2023, ALLEMAGNE,49 000 €,ELECTRIQUE,3 000 KM,2023,AUTOMATIQUE,26759
Movano,Opel, 18.12.2023, ALLEMAGNE,29 500 €,DIESEL,39 000 KM,2020,MANUELLE,26759
Grande punto,Fiat, 18.12.2023, ALLEMAGNE,2 500 €,ESSENCE,160 000 KM,2009,MANUELLE,26759
Touran,Volkswagen, 20.12.2023, ALLEMAGNE,21 990 €,DIESEL,57 910 KM,2019,MANUELLE,26759
Q4 e-tron,Audi, 20.12.2023, ALLEMAGNE,57 000 €,ELECTRIQUE,3 000 KM,2023,AUTOMATIQUE,26759
Tarraco,Seat, 20.12.2023, ALLEMAGNE,39 200 €,DIESEL,51 000 KM,2021,AUTOMATIQUE,26759
C3 aircross,Citroen, 20.12.2023, ALLEMAGNE,17 750 €,DIESEL,44 004 KM,2018,MANUELLE,26759
Grandland x,Opel, 20.12.2023, ALLEMAGNE,20 990 €,ESSENCE,53 397 KM,2019,AUTOMATIQUE,26759
Grandland x,Opel, 20.12.2023, ALLEMAGNE,29 990 €,DIESEL,53 616 KM,2020,AUTOMATIQUE,26759
Mini,Mini, 20.12.2023, ALLEMAGNE,5 499 €,ESSENCE,132 000 KM,2010,MANUELLE,26759
Id.4,Volkswagen, 20.12.2023, ALLEMAGNE,39 900 €,ELECTRIQUE,6 700 KM,2023,AUTOMATIQUE,26759
Grandland x,Opel, 21.12.2023, ALLEMAGNE,29 990 €,DIESEL,53 616 KM,2020,AUTOMATIQUE,26759
Grandland x,Opel, 22.12.2023, ALLEMAGNE,20 990 €,ESSENCE,53 397 KM,2019,AUTOMATIQUE,26759
A3 sportback,Audi, 22.12.2023, ALLEMAGNE,62 900 €,ESSENCE,4 900 KM,2023,AUTOMATIQUE,26759
Ev6,Kia, 22.12.2023, ALLEMAGNE,49 990 €,ELECTRIQUE,10 KM,2023,AUTOMATIQUE,26759
Astra societe,Opel, 22.12.2023, ALLEMAGNE,18 990 €,ESSENCE,37 240 KM,2021,MANUELLE,26759
Mokka,Opel, 23.12.2023, ALLEMAGNE,26 690 €,ESSENCE,8 124 KM,2023,MANUELLE,26759
Ka,Ford, 24.12.2023, ALLEMAGNE,1 500 €,ESSENCE,80 000 KM,2001,MANUELLE,26759
Mokka,Opel, 25.12.2023, ALLEMAGNE,26 690 €,ESSENCE,8 124 KM,2023,MANUELLE,26759
Q4 e-tron,Audi, 25.12.2023, ALLEMAGNE,56 900 €,ELECTRIQUE,3 000 KM,2023,AUTOMATIQUE,26759
Grande punto,Fiat, 27.12.2023, ALLEMAGNE,2 500 €,ESSENCE,161 000 KM,2006,MANUELLE,26759
Zafira tourer,Opel, 27.12.2023, ALLEMAGNE,13 990 €,DIESEL,125 924 KM,2015,AUTOMATIQUE,26759
Sandero stepway,Dacia, 21.12.2023, FRANCE,12 990 €,ESSENCE,29 700 KM,2019,MANUELLE,44430
Astra,Opel, 27.12.2023, ALLEMAGNE,17 990 €,ESSENCE,39 463 KM,2021,MANUELLE,26759
Transit connect,Ford, 28.12.2023, ALLEMAGNE,10 800 €,DIESEL,127 000 KM,2016,MANUELLE,26759
Cla shooting brake,Mercedes, 28.12.2023, ALLEMAGNE,16 000 €,ESSENCE,132 000 KM,2016,AUTOMATIQUE,26759
Astra,Opel, 29.12.2023, ALLEMAGNE,17 990 €,ESSENCE,39 463 KM,2021,MANUELLE,26759
I30,Hyundai, 16.12.2022, ALLEMAGNE,26 790 €,ESSENCE,11 KM,2022,AUTOMATIQUE,26556
I30,Hyundai, 30.01.2023, ALLEMAGNE,22 490 €,ESSENCE,10 472 KM,2022,MANUELLE,26556
A5 sportback,Audi, 07.02.2023, ALLEMAGNE,24 000 €,-,54 500 KM,2018,MANUELLE,26556
Bayon,Hyundai, 11.02.2023, ALLEMAGNE,17 990 €,ESSENCE,13 925 KM,2021,MANUELLE,26556
I30,Hyundai, 11.02.2023, ALLEMAGNE,24 490 €,ESSENCE,6 786 KM,2023,MANUELLE,26556
Bayon,Hyundai, 15.02.2023, ALLEMAGNE,21 990 €,ESSENCE,10 708 KM,2022,MANUELLE,26556
Ioniq 6,Hyundai, 23.02.2023, ALLEMAGNE,57 790 €,ELECTRIQUE,6 464 KM,2023,AUTOMATIQUE,26556
Bayon,Hyundai, 02.03.2023, ALLEMAGNE,21 290 €,ESSENCE,13 500 KM,2021,MANUELLE,26556
I30,Hyundai, 02.03.2023, ALLEMAGNE,23 790 €,ESSENCE,9 562 KM,2022,MANUELLE,26556
Focus,Ford, 09.03.2023, ALLEMAGNE,15 990 €,ESSENCE,83 407 KM,2018,MANUELLE,26556
Ioniq 6,Hyundai, 10.03.2023, ALLEMAGNE,59 490 €,ELECTRIQUE,8 783 KM,2023,AUTOMATIQUE,26556
I30,Hyundai, 22.03.2023, ALLEMAGNE,24 990 €,ESSENCE,4 314 KM,2023,MANUELLE,26556
I30,Hyundai, 05.05.2023, ALLEMAGNE,29 490 €,ESSENCE,10 KM,2023,AUTOMATIQUE,26556
Ioniq,Hyundai, 12.05.2023, ALLEMAGNE,17 990 €,ELECTRIQUE,38 266 KM,2019,AUTOMATIQUE,26556
Ioniq 6,Hyundai, 12.05.2023, ALLEMAGNE,52 690 €,ELECTRIQUE,6 303 KM,2023,AUTOMATIQUE,26556
Ioniq,Hyundai, 16.05.2023, ALLEMAGNE,23 890 €,ELECTRIQUE,26 105 KM,2021,AUTOMATIQUE,26556
I30,Hyundai, 21.05.2023, ALLEMAGNE,14 800 €,ESSENCE,102 112 KM,2017,MANUELLE,26556
I30,Hyundai, 23.05.2023, ALLEMAGNE,21 490 €,ESSENCE,9 535 KM,2022,MANUELLE,26556
I30 fastback,Hyundai, 01.06.2023, ALLEMAGNE,31 490 €,ESSENCE,13 KM,2023,AUTOMATIQUE,26556
Corsa-e,Opel, 07.06.2023, ALLEMAGNE,23 490 €,ELECTRIQUE,5 607 KM,2021,AUTOMATIQUE,26556
I30,Hyundai, 08.06.2023, ALLEMAGNE,37 990 €,ESSENCE,10 KM,2023,AUTOMATIQUE,26556
Sandero stepway,Dacia, 21.12.2023, FRANCE,12 990 €,ESSENCE,29 700 KM,2019,MANUELLE,44430
308 sw,Peugeot, 22.12.2023, FRANCE,11 990 €,DIESEL,163 500 KM,2018,AUTOMATIQUE,44430
Fiesta,Ford, 23.06.2023, ALLEMAGNE,14 990 €,ESSENCE,32 271 KM,2020,MANUELLE,26556
308,Peugeot, 23.06.2023, ALLEMAGNE,17 990 €,ESSENCE,28 500 KM,2020,MANUELLE,26556
Beetle,Volkswagen, 04.07.2023, ALLEMAGNE,17 490 €,DIESEL,49 000 KM,2016,MANUELLE,26556
Puma,Ford, 11.07.2023, ALLEMAGNE,24 800 €,ESSENCE,20 000 KM,2020,MANUELLE,26556
